COBACIA,ire_cs_hum
7771282,"5,00"
7761353,"0,00"
7761352,"0,00"
77613693,"4,00"
77613691,"4,00"
77613692,"3,00"
776132953,"0,00"
77613297,"0,00"
776139695,"0,00"
776139694,"0,00"
77613694,"0,00"
77613296,"0,00"
776139684,"5,00"
77613676,"0,00"
77613482,"0,00"
77613483,"0,00"
77613282,"0,00"
77613443,"0,00"
77613234,"4,00"
776132952,"0,00"
77613492,"0,00"
77613493,"0,00"
77613283,"0,00"
77613242,"4,00"
77613491,"4,00"
77613441,"0,00"
77613681,"0,00"
77613442,"0,00"
77613481,"0,00"
77613683,"0,00"
7761347,"0,00"
77613682,"0,00"
7761362,"0,00"
77613423,"0,00"
7761346,"0,00"
7761345,"0,00"
7761343,"0,00"
776134242,"3,00"
776134241,"4,00"
776134243,"0,00"
77613927,"0,00"
7761366,"0,00"
77613654,"0,00"
77613651,"0,00"
77613675,"0,00"
77613653,"0,00"
77613672,"0,00"
77613677,"0,00"
77613643,"0,00"
77613642,"0,00"
77613652,"0,00"
77613645,"0,00"
77613673,"0,00"
77613671,"0,00"
77613924,"5,00"
77613655,"0,00"
77613644,"0,00"
77613294,"0,00"
77613674,"0,00"
77613264,"0,00"
77613427,"0,00"
77613422,"0,00"
77613426,"3,00"
77613428,"0,00"
77613429,"0,00"
77613425,"0,00"
77613421,"0,00"
77613444,"0,00"
77613221,"0,00"
776121353,"0,00"
77612137,"0,00"
776121333,"0,00"
7761363,"0,00"
7761361,"0,00"
7761376,"0,00"
77613641,"0,00"
77582897,"4,10"
77582895,"3,40"
7761299,"3,40"
775828983,"0,00"
7763498,"0,00"
77582496,"0,00"
77582896,"0,00"
77612976,"0,00"
77582485,"0,00"
77582899,"0,00"
77582883,"0,00"
77582894,"0,00"
77612977,"4,10"
77634943,"0,00"
775828981,"0,00"
775828982,"0,00"
7763499,"0,00"
77582826,"0,00"
77582875,"0,00"
77582881,"0,00"
77582892,"0,00"
775828293,"0,00"
77582891,"0,00"
77582874,"0,00"
77582893,"0,00"
7761295,"0,00"
77612973,"0,00"
77612975,"0,00"
77612974,"0,00"
77612971,"0,00"
77582498,"0,00"
77612936,"0,00"
77612937,"0,00"
77612965,"0,00"
77582828,"4,10"
77582827,"4,10"
775828291,"4,10"
77582822,"0,00"
77582926,"0,00"
77582929,"0,00"
77582825,"0,00"
775828292,"0,00"
77634924,"0,00"
77634925,"0,00"
77582925,"0,00"
77634972,"0,00"
77582824,"0,00"
7761298,"4,10"
77612972,"0,00"
77634694,"0,00"
77634695,"0,00"
777761,"3,00"
777752,"2,00"
777714,"2,00"
777732,"2,00"
77774,"0,00"
777763,"0,00"
777762,"0,00"
777781,"4,73"
7777837,"0,00"
7777841,"0,00"
7777835,"0,00"
7777833,"0,00"
7777834,"0,00"
7777832,"0,00"
7777831,"0,00"
7777836,"0,00"
777611,"5,00"
776139674,"3,00"
776139673,"4,00"
776139675,"4,00"
776139681,"4,00"
776139691,"4,00"
776139683,"4,00"
776139692,"0,00"
776139693,"0,00"
776139662,"0,00"
77613926,"0,00"
77613925,"5,00"
77613922,"0,00"
77613923,"5,00"
776139652,"0,00"
776139661,"4,00"
776139653,"4,00"
776139671,"4,00"
776139682,"0,00"
776139663,"0,00"
7761424,"3,00"
777843,"4,40"
777841,"4,40"
777842,"4,40"
7778522,"4,40"
7776262,"0,00"
7776263,"0,00"
7778521,"0,00"
777838,"0,00"
7778451,"0,00"
777844,"0,00"
7778452,"0,00"
7778481,"0,00"
7778482,"0,00"
7778523,"4,40"
7778511,"0,00"
777839,"0,00"
7778513,"0,00"
7778551,"4,40"
7778531,"0,00"
7778533,"0,00"
7778453,"0,00"
777837,"0,00"
7778363,"0,00"
7778362,"0,00"
7778233,"0,00"
7778342,"0,00"
7778361,"0,00"
777835,"0,00"
7778273,"0,00"
77578893,"5,00"
775786463,"5,00"
775786464,"3,00"
775789441,"0,00"
77578896,"0,00"
77578886,"0,00"
77578888,"0,00"
775788891,"0,00"
77578895,"0,00"
775789451,"0,00"
7757894423,"0,00"
77578943,"0,00"
775786941,"0,00"
775788852,"0,00"
775789452,"0,00"
77578887,"0,00"
775788892,"0,00"
775786465,"0,00"
7757894421,"0,00"
7757894422,"0,00"
77578764,"0,00"
775789453,"0,00"
775786474,"0,00"
775786943,"0,00"
77578649,"0,00"
77578692,"0,00"
775788893,"0,00"
775786942,"0,00"
77578894,"0,00"
77578811,"0,00"
77578931,"0,00"
77578881,"0,00"
77578941,"0,00"
77578932,"0,00"
77578953,"0,00"
775789241,"0,00"
77578813,"0,00"
7757883,"0,00"
77578922,"0,00"
775789523,"4,70"
77578923,"0,00"
77578852,"0,00"
7757887,"0,00"
7757879,"0,00"
77578882,"0,00"
7757884,"0,00"
775789251,"0,00"
7757886,"0,00"
775788851,"0,00"
775789272,"0,00"
775789252,"0,00"
77578884,"0,00"
775789522,"0,00"
775789211,"0,00"
77578934,"0,00"
775789273,"0,00"
77578851,"0,00"
775789212,"0,00"
77578853,"0,00"
77578942,"0,00"
77578955,"0,00"
7757891,"0,00"
775789521,"0,00"
77578935,"0,00"
775789253,"0,00"
775788853,"0,00"
77578933,"0,00"
77578951,"0,00"
775789213,"0,00"
77578891,"0,00"
77578883,"0,00"
77578954,"0,00"
775789271,"0,00"
77578892,"0,00"
775786821,"0,00"
77578691,"0,00"
775786933,"0,00"
775786931,"0,00"
775786823,"0,00"
77578681,"0,00"
77578677,"0,00"
775786951,"0,00"
775786932,"0,00"
775786482,"0,00"
775786483,"0,00"
775786472,"0,00"
775787783,"3,00"
7757864382,"0,00"
775786436,"0,00"
77578761,"0,00"
77578744,"0,00"
77578763,"0,00"
7757864383,"0,00"
77578745,"0,00"
77578812,"0,00"
775787781,"0,00"
77578781,"0,00"
77578762,"0,00"
77578769,"0,00"
77578733,"0,00"
77578742,"0,00"
77578767,"0,00"
77578774,"0,00"
77578779,"0,00"
775787782,"0,00"
77578743,"0,00"
77578765,"0,00"
77578773,"0,00"
77578772,"0,00"
77578771,"0,00"
77578741,"0,00"
7757882,"0,00"
7757875,"0,00"
77578777,"0,00"
77578775,"4,40"
775786471,"0,00"
775786473,"0,00"
775786481,"0,00"
775786443,"0,00"
775786442,"0,00"
775786423,"0,00"
775786425,"0,00"
775786441,"0,00"
77578661,"0,00"
775786462,"0,00"
77578672,"0,00"
775786475,"0,00"
77578656,"0,00"
775786424,"0,00"
77578671,"0,00"
77578675,"0,00"
77578657,"0,00"
775786761,"0,00"
77578673,"0,00"
775787322,"0,00"
775786413,"0,00"
775786433,"0,00"
775786434,"0,00"
775786412,"0,00"
7757864381,"0,00"
775786431,"0,00"
775786432,"0,00"
77578651,"0,00"
775786435,"0,00"
775786411,"0,00"
775787323,"4,40"
775786421,"0,00"
775786437,"0,00"
775786439,"0,00"
775786422,"0,00"
77578653,"0,00"
77578652,"0,00"
77578655,"0,00"
77578654,"0,00"
77578645,"0,00"
775786461,"0,00"
77578766,"0,00"
77578768,"0,00"
775789494,"4,70"
77578995,"0,00"
775616692,"0,00"
775789933,"0,00"
775789496,"5,00"
775789932,"0,00"
77578998,"0,00"
775789963,"0,00"
77578985,"0,00"
775789961,"0,00"
77578997,"0,00"
77578992,"0,00"
77578948,"0,00"
775789461,"0,00"
77578957,"0,00"
775789443,"0,00"
775789462,"0,00"
77578947,"0,00"
77578991,"0,00"
775789491,"0,00"
77578973,"0,00"
77578971,"0,00"
775789463,"0,00"
775789931,"0,00"
775789492,"0,00"
775789493,"0,00"
775789445,"0,00"
775788973,"0,00"
775789455,"0,00"
77578956,"0,00"
775789444,"0,00"
775789454,"0,00"
775788971,"0,00"
775789724,"4,70"
775789725,"4,70"
77561664,"0,00"
77578983,"0,00"
77578984,"0,00"
775789721,"0,00"
77578982,"0,00"
775789723,"0,00"
775789722,"0,00"
77578981,"0,00"
77578928,"0,00"
77578929,"0,00"
77561655,"0,00"
77561658,"0,00"
775789275,"0,00"
77561661,"0,00"
77578963,"0,00"
77578962,"0,00"
775789274,"0,00"
77561643,"0,00"
77561651,"0,00"
77578961,"0,00"
777679,"4,10"
777677,"4,10"
7776742,"0,00"
7776811,"0,00"
777682,"0,00"
777685,"0,00"
777683,"4,10"
77582156,"4,70"
77582157,"4,70"
77582158,"4,00"
77582154,"1,00"
77582159,"4,70"
77582155,"4,70"
77582153,"4,70"
77582152,"4,70"
775821515,"0,00"
77582163,"4,00"
77594963,"0,00"
77594962,"0,00"
775949912,"0,00"
77594965,"0,00"
77594975,"0,00"
775949741,"0,00"
77594977,"0,00"
77594973,"0,00"
77582257,"0,00"
775949911,"0,00"
77594976,"0,00"
77594961,"0,00"
77582256,"0,00"
77594981,"0,00"
77582262,"0,00"
77582198,"0,00"
775821942,"0,00"
775821623,"0,00"
775821991,"0,00"
775821972,"0,00"
775821943,"0,00"
77582192,"0,00"
77582212,"0,00"
775821941,"0,00"
775821971,"0,00"
77582211,"0,00"
775821993,"0,00"
775821973,"0,00"
77582173,"0,00"
77582178,"0,00"
775821621,"0,00"
77582175,"0,00"
77582174,"0,00"
77582161,"0,00"
77582191,"0,00"
77582179,"0,00"
77582171,"0,00"
77582193,"0,00"
77582177,"0,00"
77582195,"0,00"
77583693,"0,00"
77583663,"0,00"
77582182,"0,00"
77583642,"0,00"
77583662,"0,00"
77582144,"0,00"
77582166,"0,00"
77582165,"0,00"
77582164,"0,00"
77582167,"0,00"
7758361,"0,00"
77583633,"0,00"
77583641,"0,00"
77583643,"0,00"
77583622,"0,00"
77583631,"0,00"
77583621,"0,00"
77583632,"0,00"
77583624,"0,00"
7758328,"0,00"
7758326,"0,00"
7758327,"0,00"
77583623,"0,00"
7758356,"0,00"
77583625,"1,00"
77582172,"0,00"
77582176,"0,00"
775821513,"0,00"
77583293,"0,00"
775821512,"0,00"
77583291,"0,00"
775821322,"0,00"
7758324,"0,00"
775821514,"0,00"
775821323,"0,00"
775949641,"0,00"
775949642,"0,00"
775949523,"0,00"
775949643,"0,00"
775821622,"0,00"
77582131,"0,00"
77582133,"0,00"
775821321,"0,00"
775821511,"0,00"
77582116,"0,00"
77594941,"0,00"
77594954,"0,00"
77594939,"0,00"
77582141,"4,70"
77582145,"0,00"
77582142,"3,00"
77594936,"0,00"
775949522,"0,00"
77594937,"0,00"
775949521,"0,00"
77582143,"0,00"
77594938,"0,00"
77594971,"0,00"
775949721,"0,00"
77594951,"0,00"
77594953,"0,00"
77594955,"0,00"
77583292,"0,00"
775822424,"4,70"
775822423,"0,00"
7758222,"0,00"
77582241,"0,00"
77582313,"0,00"
7758223,"0,00"
775822422,"0,00"
775822421,"0,00"
77582283,"0,00"
77582291,"0,00"
77582273,"0,00"
77582281,"0,00"
77582293,"0,00"
77582272,"0,00"
77582214,"0,00"
77582215,"0,00"
77582213,"0,00"
77582255,"0,00"
77582251,"0,00"
77582252,"0,00"
77582253,"0,00"
77582263,"0,00"
775949923,"0,00"
77594994,"0,00"
77582292,"0,00"
77582261,"0,00"
77594993,"0,00"
77582265,"0,00"
77594995,"0,00"
77582264,"0,00"
775949921,"0,00"
77594997,"0,00"
775949913,"0,00"
775949922,"0,00"
77594996,"0,00"
77594998,"0,00"
77594999,"0,00"
77582294,"0,00"
77582282,"0,00"
77582295,"0,00"
775822973,"0,00"
775822975,"0,00"
775822971,"0,00"
775822991,"0,00"
77582271,"0,00"
77582254,"0,00"
77582311,"0,00"
7758415,"4,70"
7758413,"4,70"
7758411,"4,00"
7758414,"2,00"
77585173,"0,00"
77584121,"0,00"
77584123,"0,00"
77585181,"0,00"
77585171,"0,00"
77585182,"0,00"
77585154,"0,00"
7758519,"0,00"
77584122,"0,00"
77583653,"0,00"
77583651,"0,00"
77583654,"0,00"
77583652,"0,00"
7758445,"0,00"
7758446,"0,00"
77584163,"0,00"
77583692,"0,00"
7758444,"0,00"
77582187,"3,00"
7758368,"0,00"
77584162,"0,00"
77584161,"0,00"
77583656,"0,00"
77583657,"0,00"
77583661,"0,00"
77583691,"0,00"
77583655,"0,00"
7758367,"0,00"
77585155,"0,00"
7758417,"0,00"
7758442,"0,00"
7758443,"0,00"
77614661,"4,10"
77632494,"0,00"
77614992,"0,00"
77614995,"0,00"
77614694,"0,00"
77632495,"0,00"
77614695,"0,00"
77614693,"0,00"
77614991,"0,00"
77614643,"0,00"
77614967,"0,00"
77614731,"0,00"
77614621,"0,00"
77614623,"0,00"
7761471,"0,00"
7761461,"0,00"
77614721,"0,00"
7761248,"0,00"
7761468,"0,00"
77614652,"0,00"
77614642,"0,00"
77614653,"4,10"
77614651,"4,10"
77614641,"0,00"
77614633,"0,00"
77614662,"0,00"
77614624,"0,00"
77614632,"0,00"
77614631,"0,00"
77614722,"0,00"
7761488,"0,00"
776149642,"0,00"
776149643,"0,00"
7761489,"4,10"
7761486,"0,00"
7761482,"0,00"
77614723,"4,10"
7761481,"0,00"
7761483,"0,00"
7761485,"0,00"
77614911,"0,00"
7761487,"0,00"
7761479,"0,00"
7761484,"0,00"
77614772,"0,00"
77614751,"0,00"
77614965,"0,00"
77614974,"0,00"
77614963,"0,00"
77614977,"0,00"
776149641,"0,00"
77614966,"0,00"
77614962,"0,00"
77614971,"0,00"
7761495,"0,00"
77614961,"0,00"
7761492,"0,00"
77614915,"0,00"
7761476,"0,00"
77614773,"0,00"
77614771,"0,00"
77614753,"0,00"
77614752,"0,00"
77612475,"4,70"
7761246,"0,00"
77612474,"4,70"
7761493,"0,00"
77614941,"0,00"
77614993,"0,00"
77614994,"0,00"
77614917,"0,00"
7761279,"4,10"
7761291,"4,10"
77578421,"4,40"
7757855,"4,40"
7757853,"4,40"
775787321,"0,00"
77578621,"0,00"
77578613,"0,00"
77578721,"0,00"
77578631,"0,00"
77578611,"0,00"
77578632,"4,40"
77578633,"4,40"
77578731,"0,00"
77578711,"0,00"
77578713,"0,00"
77578424,"0,00"
77578463,"0,00"
77578451,"0,00"
77578452,"0,00"
7757847,"0,00"
77578712,"0,00"
775784621,"0,00"
77578425,"0,00"
77578422,"0,00"
77578461,"0,00"
77578423,"4,40"
77578453,"0,00"
775787232,"0,00"
775787231,"0,00"
77578722,"0,00"
775784623,"0,00"
775784622,"0,00"
77578725,"0,00"
77578465,"0,00"
775784642,"0,00"
775784641,"0,00"
775787233,"0,00"
775784643,"0,00"
77578727,"0,00"
77578493,"0,00"
77578495,"0,00"
77578492,"0,00"
77578494,"0,00"
77578491,"0,00"
7757848,"0,00"
77578728,"4,40"
77578776,"3,00"
775787294,"2,00"
77578782,"4,40"
775787241,"0,00"
77578784,"0,00"
775787291,"0,00"
775787293,"0,00"
775787243,"0,00"
77578783,"0,00"
775787242,"0,00"
77578726,"0,00"
77578229,"1,00"
77578228,"3,00"
775782352,"0,00"
7757823593,"3,00"
775782354,"0,00"
775782358,"0,00"
775786294,"0,00"
775782355,"0,00"
775782357,"0,00"
775782353,"0,00"
77578237,"0,00"
77578223,"0,00"
7757823592,"4,70"
7757823513,"0,00"
77578224,"0,00"
7757823591,"0,00"
775782356,"0,00"
77578222,"0,00"
77578225,"0,00"
775786282,"0,00"
775786283,"0,00"
775786241,"0,00"
775786242,"0,00"
77578626,"0,00"
775786281,"0,00"
77578622,"0,00"
775786243,"0,00"
77578623,"0,00"
77578625,"0,00"
77578627,"0,00"
775786291,"0,00"
77578612,"0,00"
7757854,"0,00"
77578387,"0,00"
775786295,"0,00"
775786293,"0,00"
775786299,"0,00"
77578389,"0,00"
77578384,"0,00"
775786296,"0,00"
77578388,"0,00"
775786297,"0,00"
775786292,"0,00"
77578382,"0,00"
77578386,"0,00"
775786298,"0,00"
77578665,"0,00"
77578663,"0,00"
775786621,"0,00"
77578227,"2,00"
77578263,"0,00"
775782543,"0,00"
77578226,"0,00"
775782542,"0,00"
77578262,"0,00"
77578385,"0,00"
77578383,"0,00"
77578688,"4,00"
77578686,"2,00"
775786822,"0,00"
775782942,"0,00"
775786622,"0,00"
77578684,"0,00"
77578683,"0,00"
775786763,"0,00"
77578664,"0,00"
775786824,"0,00"
77578674,"0,00"
775786623,"0,00"
775786762,"0,00"
77578689,"0,00"
77578685,"0,00"
77578687,"0,00"
775782993,"0,00"
77578696,"0,00"
775782992,"0,00"
775786825,"0,00"
775782991,"0,00"
775782995,"0,00"
775782994,"0,00"
7758516,"0,00"
775782943,"0,00"
777574,"4,10"
7775811,"4,10"
7775831,"0,00"
7775813,"0,00"
7775833,"0,00"
775786972,"0,00"
775786991,"0,00"
775786973,"0,00"
775786971,"0,00"
775786953,"0,00"
775786992,"0,00"
775786952,"0,00"
775788972,"0,00"
77578898,"0,00"
775786993,"0,00"
775853126,"5,00"
775853124,"0,00"
775853125,"0,00"
775853141,"0,00"
775853122,"0,00"
775853123,"0,00"
77585172,"0,00"
7778168,"4,70"
7778161,"4,70"
7778162,"4,70"
777782,"4,70"
777815,"4,70"
777811,"4,70"
7777871,"0,00"
7777872,"0,00"
7777873,"0,00"
777788,"4,70"
777786,"0,00"
77781692,"0,00"
7778166,"0,00"
77781695,"0,00"
77781694,"0,00"
77781693,"0,00"
77781645,"0,00"
7778323,"0,00"
7777891,"0,00"
7777892,"0,00"
77781697,"0,00"
7778346,"0,00"
77781696,"0,00"
7777893,"0,00"
777819,"0,00"
7778163,"0,00"
7778167,"0,00"
777814,"0,00"
77781691,"0,00"
777813,"0,00"
777831,"0,00"
777817,"0,00"
77781651,"0,00"
77781653,"0,00"
7778121,"0,00"
7778321,"0,00"
77781642,"0,00"
777818,"0,00"
77781644,"0,00"
77781643,"0,00"
777821,"0,00"
77781652,"0,00"
77781641,"0,00"
7778345,"0,00"
7778344,"0,00"
7778341,"0,00"
777833,"0,00"
7778343,"0,00"
7778322,"0,00"
7778347,"0,00"
777785,"0,00"
77613241,"4,00"
7761325,"4,00"
77613237,"4,00"
7761327,"4,00"
77613261,"4,00"
77613222,"0,00"
77612142,"0,00"
77613233,"0,00"
77613235,"0,00"
77613232,"0,00"
77613224,"0,00"
77613262,"0,00"
77613263,"0,00"
77612169,"0,00"
77613236,"0,00"
77613266,"0,00"
77613292,"0,00"
77613281,"0,00"
77613291,"0,00"
77613293,"0,00"
776132951,"0,00"
77613265,"0,00"
776121642,"0,00"
776121551,"0,00"
77612144,"0,00"
776121552,"0,00"
776121553,"0,00"
77612146,"0,00"
77612147,"0,00"
77612145,"0,00"
77612152,"0,00"
77612168,"0,00"
77612143,"0,00"
77613243,"4,00"
776121533,"0,00"
776121532,"5,00"
77612141,"0,00"
77613445,"3,00"
77613225,"0,00"
77613223,"0,00"
77612166,"0,00"
77612163,"0,00"
77612167,"0,00"
77612159,"0,00"
77612165,"0,00"
776121583,"0,00"
77612157,"0,00"
77612172,"0,00"
77612148,"0,00"
776121582,"0,00"
77612171,"0,00"
776121581,"0,00"
776121555,"0,00"
77612149,"0,00"
776121554,"0,00"
77758763,"4,70"
77758734,"4,70"
77758761,"4,70"
77758781,"0,00"
77758775,"0,00"
77758762,"4,70"
77758764,"4,70"
77758782,"0,00"
77758777,"0,00"
77758783,"0,00"
77758776,"0,00"
7775863,"0,00"
7775865,"0,00"
7775861,"0,00"
7775864,"0,00"
77758765,"4,70"
77758732,"0,00"
7775885,"0,00"
7775887,"0,00"
7775881,"0,00"
77758791,"0,00"
77758793,"0,00"
7775883,"0,00"
7772552,"4,70"
7772553,"4,70"
777257,"4,70"
7772551,"4,70"
777256,"4,70"
777258,"0,00"
7772621,"0,00"
777259,"0,00"
777261,"0,00"
7772721,"0,00"
777271,"0,00"
7772722,"0,00"
77716263,"0,00"
77716262,"0,00"
77716254,"0,00"
777252,"4,70"
777253,"0,00"
77716255,"0,00"
777254,"4,70"
77716253,"4,70"
777251,"0,00"
777263,"4,40"
77716294,"4,40"
777239,"0,00"
77716229,"0,00"
77716226,"0,00"
77716228,"0,00"
7772362,"0,00"
77716252,"0,00"
777241,"4,70"
77716244,"0,00"
77716245,"4,40"
77716261,"0,00"
777238,"0,00"
7772322,"0,00"
7772321,"0,00"
7772323,"0,00"
777237,"0,00"
777235,"0,00"
777234,"0,00"
7772313,"0,00"
777233,"0,00"
7772311,"0,00"
777275,"4,40"
7772761,"4,40"
777277,"4,40"
777274,"4,40"
777273,"4,40"
7761699,"0,00"
7761696,"4,40"
7772723,"0,00"
777278,"0,00"
777291,"0,00"
777279,"0,00"
7772762,"0,00"
77716298,"4,40"
77716299,"4,40"
777162963,"4,40"
777162962,"4,40"
777293,"0,00"
777162961,"4,40"
77716297,"4,40"
77716295,"4,40"
777162932,"4,40"
77616861,"0,00"
77616863,"0,00"
7761684,"0,00"
77616862,"0,00"
7761685,"0,00"
77616823,"0,00"
7761688,"0,00"
7761687,"0,00"
7761689,"4,40"
7761667,"0,00"
77716992,"0,00"
77716993,"0,00"
7761683,"4,40"
77716292,"4,40"
7771628,"4,40"
7771698,"0,00"
77716842,"0,00"
77716291,"4,40"
7771627,"4,40"
777162931,"4,40"
777162933,"4,40"
7761698,"0,00"
77616644,"0,00"
77616932,"0,00"
77616953,"0,00"
7761697,"0,00"
77616912,"0,00"
77616822,"0,00"
77616821,"0,00"
77616933,"4,40"
77616931,"0,00"
77616925,"0,00"
77616943,"0,00"
77616942,"0,00"
77616921,"0,00"
77616923,"0,00"
77616913,"0,00"
77616922,"0,00"
77616911,"0,00"
7761674,"0,00"
7761672,"0,00"
7761681,"0,00"
7761677,"4,40"
7761673,"0,00"
7761657,"4,70"
7761661,"0,00"
7761676,"0,00"
7761675,"0,00"
7761665,"0,00"
7761656,"4,70"
7761671,"0,00"
7761648,"4,70"
77616494,"0,00"
77616641,"4,40"
7761662,"4,40"
77616643,"0,00"
7761666,"0,00"
7761663,"0,00"
77616642,"0,00"
7761628,"0,00"
7761626,"4,70"
77612473,"4,70"
77612472,"4,70"
77612491,"0,00"
77612423,"4,70"
7761245,"0,00"
7761241,"0,00"
7761243,"0,00"
77612421,"0,00"
77612422,"0,00"
7761238,"0,00"
7761251,"0,00"
77612521,"2,70"
7761239,"0,00"
7761237,"0,00"
77612471,"0,00"
77612311,"4,70"
77612312,"0,00"
7761233,"0,00"
77612313,"0,00"
7761235,"0,00"
77612181,"0,00"
77612523,"2,70"
77612522,"4,10"
77594982,"0,00"
77612563,"0,00"
77594983,"0,00"
775949743,"1,00"
77612362,"0,00"
77594985,"0,00"
77612363,"0,00"
77594947,"1,00"
77594984,"0,00"
775949742,"0,00"
77612341,"0,00"
77612361,"0,00"
77612342,"0,00"
77612345,"0,00"
77612343,"0,00"
77612562,"0,00"
77594945,"2,00"
77594946,"2,00"
775949723,"0,00"
775949722,"0,00"
77594935,"0,00"
77594942,"0,00"
77594943,"0,00"
775949441,"0,00"
77594934,"0,00"
775949442,"0,00"
775949443,"0,00"
775949444,"0,00"
775949445,"0,00"
77612185,"2,70"
77612344,"0,00"
77594927,"0,00"
77594924,"0,00"
7778595,"0,00"
7778593,"0,00"
77785971,"0,00"
777859741,"0,00"
77785973,"0,00"
7758159,"4,00"
77581541,"4,00"
77581543,"4,00"
77581542,"2,00"
77581521,"4,00"
7758163,"3,00"
77581671,"0,00"
7758166,"1,00"
7758177,"0,00"
7758162,"0,00"
7758165,"0,00"
7758181,"1,00"
7758164,"0,00"
7758175,"0,00"
7758161,"0,00"
77581941,"0,00"
7758193,"0,00"
7758195,"0,00"
7758173,"0,00"
7758157,"0,00"
7758171,"0,00"
7758176,"0,00"
7758192,"0,00"
7758191,"0,00"
77581228,"0,00"
77581942,"0,00"
77581227,"0,00"
775812291,"0,00"
775812293,"0,00"
7758172,"0,00"
7758174,"0,00"
77581463,"0,00"
77581461,"0,00"
7758147,"0,00"
7759283,"4,70"
77581423,"3,00"
7759295,"4,70"
7758196,"0,00"
7758183,"0,00"
77581673,"1,00"
7758182,"0,00"
77581523,"3,00"
7758149,"1,00"
7758148,"0,00"
77581466,"0,00"
77581545,"0,00"
775812292,"0,00"
7758313,"0,00"
775812951,"0,00"
775812952,"0,00"
775812295,"0,00"
77581296,"0,00"
775812991,"0,00"
77581297,"0,00"
77581943,"0,00"
77581298,"1,00"
7758198,"0,00"
775812294,"0,00"
775812953,"0,00"
7758314,"2,00"
77581293,"0,00"
77581432,"0,00"
77581442,"0,00"
77581672,"0,00"
77581992,"0,00"
77581993,"0,00"
77582111,"0,00"
77581991,"0,00"
7758197,"0,00"
7758315,"0,00"
7758311,"0,00"
77581451,"0,00"
77581452,"0,00"
77581443,"0,00"
77581522,"0,00"
77581453,"0,00"
77581544,"0,00"
77581415,"0,00"
77581413,"0,00"
77581433,"0,00"
77581441,"0,00"
77581431,"0,00"
77581412,"0,00"
77581411,"3,00"
77581414,"0,00"
7759223,"4,70"
7759224,"0,00"
7759227,"4,00"
7759222,"0,00"
7759273,"0,00"
7759281,"0,00"
77581421,"0,00"
775947225,"0,00"
7759293,"0,00"
7759243,"4,70"
7759271,"0,00"
7759261,"0,00"
7759262,"0,00"
7759291,"0,00"
7759226,"0,00"
7759225,"0,00"
7759241,"4,70"
7759282,"0,00"
77581422,"0,00"
7759263,"0,00"
7759294,"0,00"
7759292,"0,00"
7759272,"0,00"
775925,"0,00"
775923,"4,70"
7759221,"4,70"
775947223,"0,00"
775947224,"0,00"
775921,"4,70"
775781493,"4,00"
7758332,"4,00"
775812993,"0,00"
775782383,"0,00"
775782381,"0,00"
775782382,"0,00"
77578236,"0,00"
775781492,"0,00"
77581294,"0,00"
77581292,"0,00"
775812992,"0,00"
7758333,"0,00"
7758331,"0,00"
7758168,"0,00"
77582114,"0,00"
7758185,"0,00"
775947672,"0,00"
775947673,"0,00"
775947681,"1,00"
775947691,"0,00"
77594788,"0,00"
775947891,"0,00"
77582123,"1,00"
775947695,"0,00"
775949173,"0,00"
775947892,"0,00"
775949135,"0,00"
775949133,"0,00"
77594916,"0,00"
775947697,"0,00"
77594919,"0,00"
775947692,"0,00"
775947893,"0,00"
77594918,"0,00"
77594932,"0,00"
775949171,"0,00"
775949172,"0,00"
775821223,"0,00"
77594931,"3,40"
775947682,"0,00"
77582121,"0,00"
775947683,"0,00"
77582119,"4,00"
775947696,"0,00"
775947694,"0,00"
775947693,"0,00"
77582117,"0,00"
7758169,"0,00"
77582115,"0,00"
77582118,"1,00"
77583231,"0,00"
7758325,"0,00"
7758321,"0,00"
77583232,"0,00"
77583234,"0,00"
77583233,"0,00"
77583235,"0,00"
77582113,"0,00"
7758184,"0,00"
7758312,"0,00"
77582112,"0,00"
7758322,"0,00"
775821222,"0,00"
775821221,"0,00"
77594933,"0,00"
7761654,"4,70"
7761655,"4,70"
7761653,"4,70"
7761624,"0,00"
7761644,"0,00"
7761652,"0,00"
7761647,"4,70"
77616491,"4,70"
77616424,"0,00"
7761645,"0,00"
77616462,"0,00"
77616461,"0,00"
7761643,"0,00"
77616463,"0,00"
77616464,"0,00"
77616413,"0,00"
77616423,"0,00"
77616421,"0,00"
77616493,"0,00"
776164221,"0,00"
7761627,"0,00"
7771841,"4,00"
7771871,"4,70"
7771843,"3,00"
777185,"4,70"
7771844,"1,00"
7771845,"4,00"
7771842,"4,00"
7771823,"2,00"
77716212,"0,00"
77718723,"4,70"
77718721,"0,00"
7771861,"0,00"
7771862,"0,00"
7771873,"0,00"
7771893,"0,00"
7771863,"0,00"
7771881,"0,00"
7771891,"0,00"
7771895,"4,70"
7771892,"0,00"
7771882,"4,70"
77716223,"4,70"
7771894,"4,70"
77718722,"2,00"
7771883,"0,00"
7771821,"2,00"
777183,"4,00"
7771822,"2,00"
777198,"4,70"
77716224,"4,00"
77716222,"3,00"
77716227,"0,00"
77716225,"4,70"
7772363,"0,00"
7772361,"0,00"
7772312,"0,00"
7771912,"1,00"
7771922,"1,00"
7771932,"1,00"
777194,"3,10"
7771934,"2,00"
777196,"4,00"
7771992,"4,70"
7771921,"2,00"
777181,"4,00"
7771923,"1,00"
777176,"4,00"
