COBACIA,ire_cs_hum
7761447,"0,00"
77612494,"0,00"
77612495,"0,00"
7761445,"0,00"
7761446,"0,00"
77614292,"4,00"
77613932,"0,00"
77613852,"0,00"
77613851,"0,00"
7761389,"0,00"
776139442,"0,00"
77613843,"0,00"
77613842,"0,00"
776139441,"0,00"
77613881,"0,00"
776139443,"0,00"
77613822,"0,00"
77613829,"0,00"
77613781,"0,00"
776137841,"0,00"
77613914,"0,00"
7761381,"0,00"
776137832,"0,00"
776137831,"0,00"
77613793,"0,00"
77613782,"0,00"
776137861,"5,00"
77613825,"0,00"
77613785,"0,00"
77613911,"0,00"
77613824,"0,00"
77613791,"0,00"
77613912,"0,00"
77613931,"0,00"
77613787,"0,00"
77613823,"0,00"
776137843,"0,00"
7761377,"0,00"
776137891,"0,00"
77613921,"0,00"
7761383,"0,00"
77613792,"0,00"
776137842,"0,00"
77613821,"0,00"
77613915,"0,00"
776137833,"0,00"
776137893,"5,00"
77613913,"0,00"
77613853,"5,00"
77613841,"0,00"
776163,"5,00"
7761622,"0,00"
7761651,"0,00"
7761616,"0,00"
77616411,"0,00"
776172144,"0,00"
776164223,"0,00"
776172145,"0,00"
77616412,"0,00"
776164222,"0,00"
77617216,"2,00"
77614291,"3,00"
77614293,"4,00"
7761428,"4,00"
77614295,"0,00"
77612296,"5,00"
77612299,"5,00"
7761425,"4,00"
77614294,"0,00"
7761427,"0,00"
7761426,"0,00"
77612264,"5,00"
77612265,"5,00"
77612298,"5,00"
77612294,"0,00"
7761755,"5,00"
7761736,"0,00"
7761738,"0,00"
776172152,"0,00"
77617621,"0,00"
77617623,"0,00"
77617622,"0,00"
77617218,"0,00"
77617217,"0,00"
77617612,"0,00"
7761751,"0,00"
776175221,"0,00"
7761753,"0,00"
776175223,"0,00"
776175222,"0,00"
7761754,"0,00"
7758111,"4,40"
7758113,"4,40"
7758123,"4,40"
7758121,"4,40"
775812211,"4,40"
775812213,"4,40"
775812214,"2,00"
775812215,"4,40"
77578111,"4,40"
775781543,"0,00"
77578143,"0,00"
775781441,"0,00"
77578183,"0,00"
77578132,"4,40"
77578115,"4,40"
77578112,"0,00"
77581241,"0,00"
77578113,"0,00"
775781471,"4,40"
775781473,"4,40"
775781411,"0,00"
775781413,"0,00"
77581251,"0,00"
775781422,"0,00"
77581242,"0,00"
775781421,"0,00"
77578145,"0,00"
77581243,"0,00"
77578153,"0,00"
77581252,"0,00"
775781414,"0,00"
77578151,"0,00"
775781541,"0,00"
775781415,"0,00"
77581253,"0,00"
77578133,"4,40"
775781412,"0,00"
77578155,"0,00"
775781423,"0,00"
77578114,"0,00"
775812911,"0,00"
77581283,"0,00"
77578146,"4,40"
775781472,"0,00"
775781491,"0,00"
77581271,"0,00"
7758126,"0,00"
775812212,"4,40"
77581223,"0,00"
77581563,"4,40"
77581565,"0,00"
775812221,"0,00"
775812223,"0,00"
77581224,"0,00"
77581225,"0,00"
7758112,"4,40"
77581226,"0,00"
77581282,"0,00"
77581281,"0,00"
77581273,"0,00"
77578232,"4,39"
77578148,"0,00"
775812912,"0,00"
775812913,"0,00"
77581272,"0,00"
775781443,"0,00"
775812222,"0,00"
77581562,"0,00"
77581564,"0,00"
77581585,"0,00"
77581584,"4,70"
775781442,"4,40"
77578234,"0,00"
7757823511,"0,00"
7757823512,"0,00"
775782333,"3,00"
77578216,"0,00"
775782313,"0,00"
775782332,"0,00"
775782312,"0,00"
775782311,"0,00"
77578221,"0,00"
77578182,"0,00"
77578219,"0,00"
775782331,"0,00"
775781542,"0,00"
77578214,"0,00"
77578211,"0,00"
7757819,"0,00"
77578213,"0,00"
77578181,"0,00"
77578218,"0,00"
77578215,"0,00"
77578212,"0,00"
77578311,"0,00"
77578217,"0,00"
7757817,"0,00"
7758131,"4,40"
7758132,"1,00"
7758133,"4,40"
7758153,"4,00"
77581581,"0,00"
77581583,"0,00"
77581561,"0,00"
7758151,"4,00"
77581582,"0,00"
7758155,"4,00"
77578395,"0,00"
77578381,"0,00"
77578391,"0,00"
7757851,"4,40"
77578315,"0,00"
7757835,"0,00"
7757841,"4,40"
77578393,"0,00"
7757833,"0,00"
77578394,"0,00"
77578314,"0,00"
7757837,"0,00"
77578317,"0,00"
7757852,"0,00"
77578313,"0,00"
7757836,"0,00"
775767,"0,00"
77578166,"0,00"
77578167,"0,00"
775783223,"0,00"
775783221,"0,00"
7757834,"0,00"
77578441,"0,00"
77578328,"0,00"
775783291,"0,00"
775783293,"0,00"
77578321,"0,00"
77578324,"0,00"
77578327,"0,00"
7757843,"0,00"
775783222,"0,00"
77578325,"0,00"
775783292,"0,00"
77578326,"0,00"
77578323,"0,00"
77578392,"0,00"
77578152,"0,00"
77578164,"0,00"
77578123,"0,00"
77578121,"0,00"
775766,"0,00"
77578162,"0,00"
77578161,"0,00"
775763,"0,00"
77578312,"0,00"
77578316,"0,00"
77578122,"0,00"
7757623,"0,00"
77578165,"0,00"
775765,"0,00"
7757622,"0,00"
77578163,"0,00"
7757621,"0,00"
77578131,"4,40"
775761,"0,00"
7776497,"5,00"
7776492,"0,00"
7776483,"0,00"
777687,"4,10"
777686,"0,00"
7776493,"0,00"
7776495,"5,00"
7778693,"5,00"
77786951,"5,00"
77786941,"5,00"
7778699,"5,00"
77786964,"5,00"
7778845,"0,00"
7778688,"0,00"
77786873,"0,00"
77786943,"0,00"
77786961,"0,00"
7778686,"0,00"
77786962,"0,00"
77786942,"0,00"
77786953,"0,00"
77786871,"0,00"
7778697,"0,00"
77786952,"0,00"
77786963,"0,00"
7778844,"0,00"
77786965,"0,00"
777664,"5,00"
7778698,"0,00"
7778896,"0,00"
7778842,"0,00"
7778892,"0,00"
7774731,"5,00"
777461,"4,19"
7774736,"0,00"
7774738,"0,00"
777463,"0,00"
7774741,"0,00"
7774751,"0,00"
7774735,"0,00"
7774737,"0,00"
7774739,"0,00"
7774732,"0,00"
7774761,"5,00"
7774755,"5,00"
7774752,"0,00"
7774733,"0,00"
7774734,"0,00"
7772622,"0,00"
7772623,"0,00"
7774992,"5,00"
777468,"0,00"
7774922,"0,00"
777494,"5,00"
7774991,"5,00"
777497,"0,00"
777495,"0,00"
77748,"5,00"
7774921,"0,00"
7774923,"0,00"
777493,"0,00"
777471,"5,00"
777457,"0,00"
7774743,"5,00"
7774742,"5,00"
7774753,"0,00"
7774754,"0,00"
777478,"0,00"
777265,"4,40"
7774791,"5,00"
777477,"0,00"
7774792,"0,00"
777294,"0,00"
777292,"0,00"
777264,"4,40"
7774763,"5,00"
7774762,"5,00"
777464,"0,00"
7774794,"0,00"
7774795,"0,00"
777491,"0,00"
7774793,"0,00"
77788313,"4,10"
7778833,"4,10"
7778832,"0,00"
7778834,"4,10"
777891,"0,00"
77788311,"4,10"
777881,"0,00"
7778793,"0,00"
7778792,"0,00"
7778821,"0,00"
7778795,"0,00"
7778843,"0,00"
7778689,"0,00"
7778837,"0,00"
7778838,"0,00"
7778839,"0,00"
77786842,"0,00"
7778822,"0,00"
7778625,"0,00"
7778823,"0,00"
77786843,"0,00"
7778835,"0,00"
7778841,"4,10"
777885,"0,00"
7778873,"0,00"
7778891,"0,00"
7778895,"4,10"
7778871,"0,00"
7778881,"0,00"
7778893,"4,10"
777886,"0,00"
7778898,"0,00"
7778883,"0,00"
7778899,"0,00"
7778897,"0,00"
77585293,"3,40"
77585292,"4,10"
77585893,"0,00"
77585473,"0,00"
77585285,"0,00"
77585294,"4,10"
77585446,"0,00"
77585291,"4,10"
7758574,"0,00"
7758582,"0,00"
77585763,"0,00"
77585443,"0,00"
77585422,"0,00"
7758545,"0,00"
77585892,"0,00"
7758546,"0,00"
77585436,"0,00"
77585447,"0,00"
77585471,"0,00"
77585441,"0,00"
77585437,"0,00"
77585472,"0,00"
77585442,"0,00"
77585444,"0,00"
77585445,"0,00"
77585762,"0,00"
77585814,"0,00"
77585819,"0,00"
7758557,"0,00"
77585392,"0,00"
77585395,"0,00"
7758541,"0,00"
77585432,"0,00"
77585733,"0,00"
77585421,"0,00"
7758575,"0,00"
7758551,"0,00"
77585791,"0,00"
77585817,"0,00"
7758572,"0,00"
7758552,"0,00"
77585731,"0,00"
7758553,"0,00"
7758556,"0,00"
77585433,"0,00"
77585793,"0,00"
77585435,"0,00"
77585761,"0,00"
7758577,"0,00"
77585434,"0,00"
7758571,"0,00"
77585431,"0,00"
77585423,"0,00"
7758555,"0,00"
775853623,"0,00"
77585425,"0,00"
77585282,"4,10"
77585283,"0,00"
77585424,"0,00"
77585284,"0,00"
77585272,"0,00"
77585254,"0,00"
77585365,"0,00"
77585364,"0,00"
77585262,"4,10"
775852615,"0,00"
77585255,"0,00"
77585271,"0,00"
775852611,"0,00"
775852612,"0,00"
77585275,"0,00"
775853187,"0,00"
77585273,"0,00"
77585281,"0,00"
77585274,"0,00"
775852613,"0,00"
775852652,"0,00"
775852692,"0,00"
77585263,"0,00"
775852691,"0,00"
775852653,"0,00"
775852641,"0,00"
775852651,"0,00"
77585267,"0,00"
77585353,"4,10"
775853541,"0,00"
77585352,"0,00"
77585381,"0,00"
775853545,"0,00"
775853542,"0,00"
77585391,"0,00"
77585342,"0,00"
775853432,"0,00"
775853431,"0,00"
77585351,"0,00"
77585384,"0,00"
77585361,"0,00"
77585333,"0,00"
775853622,"0,00"
77585345,"0,00"
77585341,"0,00"
77585335,"0,00"
77585355,"0,00"
77585347,"0,00"
775853433,"0,00"
7758537,"0,00"
77585357,"0,00"
775853882,"0,00"
77585349,"0,00"
775853621,"0,00"
77585382,"0,00"
77585363,"0,00"
77561684,"0,00"
77585383,"4,10"
775853543,"0,00"
77585387,"0,00"
77585332,"0,00"
775853544,"0,00"
77585356,"0,00"
775853442,"0,00"
77585331,"0,00"
775616693,"0,00"
775853446,"0,00"
77585346,"0,00"
775853241,"0,00"
775853195,"0,00"
775853449,"0,00"
77585334,"0,00"
775853443,"0,00"
775853447,"0,00"
775853445,"0,00"
77585323,"0,00"
775853441,"0,00"
77585321,"0,00"
775853448,"0,00"
77578999,"0,00"
77585348,"0,00"
775853243,"0,00"
775853444,"0,00"
775853186,"0,00"
77585393,"0,00"
775853185,"4,10"
775853181,"0,00"
7758531843,"0,00"
775853183,"0,00"
775853192,"0,00"
7758531841,"0,00"
775853191,"0,00"
775853193,"0,00"
7758531842,"0,00"
77585316,"0,00"
77585317,"0,00"
775853182,"0,00"
77585252,"4,10"
77585241,"4,10"
77585251,"4,10"
77585243,"4,10"
77585242,"4,10"
77585231,"0,00"
775853157,"0,00"
77585183,"0,00"
775853151,"0,00"
775853158,"0,00"
77584625,"0,00"
775853159,"0,00"
77585212,"0,00"
77585313,"0,00"
7758425,"0,00"
77585253,"0,00"
775853153,"0,00"
77585311,"0,00"
775853156,"0,00"
77585233,"4,10"
775853155,"0,00"
775853121,"0,00"
77585211,"0,00"
7758522,"0,00"
775853154,"0,00"
77585232,"0,00"
77585213,"0,00"
77584624,"0,00"
7758422,"0,00"
7758451,"0,00"
7758432,"0,00"
7758454,"0,00"
7758453,"0,00"
7758424,"0,00"
7758431,"0,00"
77584521,"3,00"
7758421,"0,00"
77584623,"0,00"
7758423,"0,00"
7758433,"0,00"
77584622,"0,00"
7758441,"0,00"
775852614,"0,00"
7758466,"0,00"
775852642,"0,00"
77585385,"4,10"
77585549,"0,00"
77561696,"0,00"
77585544,"0,00"
77585543,"0,00"
775855462,"0,00"
775853881,"0,00"
7756448,"0,00"
77585623,"0,00"
775855461,"0,00"
77585541,"0,00"
7756425,"0,00"
77564463,"0,00"
77564462,"0,00"
77585394,"0,00"
77585389,"0,00"
77585386,"0,00"
77585548,"0,00"
77561685,"0,00"
77585542,"0,00"
775853883,"0,00"
77585545,"0,00"
77585547,"0,00"
77561697,"0,00"
775855463,"0,00"
77585861,"4,10"
77585853,"4,10"
7758587,"4,10"
7758723,"0,00"
77587265,"0,00"
77585816,"0,00"
7758711,"0,00"
77587222,"0,00"
77587211,"0,00"
77587213,"0,00"
77585842,"0,00"
7758725,"0,00"
77585812,"0,00"
7758713,"0,00"
7758715,"0,00"
77587267,"0,00"
77587223,"0,00"
77587263,"0,00"
77587215,"0,00"
77587212,"0,00"
77587241,"0,00"
77587221,"0,00"
77585818,"0,00"
77587262,"0,00"
77587261,"0,00"
77587242,"0,00"
775872661,"0,00"
77587214,"0,00"
77585843,"0,00"
77585811,"0,00"
77585813,"0,00"
77585851,"0,00"
77585815,"0,00"
775859,"0,00"
77585841,"0,00"
7758583,"0,00"
77585882,"0,00"
77585891,"0,00"
77585881,"0,00"
77585322,"4,10"
775853145,"0,00"
775853144,"0,00"
77578899,"5,00"
775789497,"3,00"
775789495,"4,70"
775853142,"0,00"
77585327,"0,00"
77585325,"0,00"
77578698,"0,00"
775853143,"0,00"
775853262,"0,00"
775789965,"0,00"
775853263,"0,00"
77585329,"0,00"
77578994,"0,00"
775853152,"0,00"
775853194,"0,00"
775853127,"0,00"
775853261,"0,00"
775853242,"0,00"
775789964,"0,00"
775789962,"0,00"
77585328,"0,00"
7771657,"4,10"
777167,"4,10"
7771661,"4,10"
77716242,"0,00"
77716563,"0,00"
7771681,"4,10"
7771652,"4,10"
77716562,"3,40"
7771685,"4,10"
77716241,"4,10"
77716243,"0,00"
7771653,"0,00"
77716541,"0,00"
7771651,"0,00"
7771655,"0,00"
777163,"0,00"
7771641,"0,00"
77716542,"0,00"
77716561,"0,00"
77716543,"0,00"
7771683,"4,10"
77716841,"4,10"
77716843,"0,00"
7771682,"0,00"
7771692,"0,00"
7771691,"0,00"
777161,"4,01"
7771623,"4,04"
77716221,"0,00"
77716214,"0,00"
77716211,"0,00"
77716213,"0,00"
77716215,"0,00"
77716251,"0,00"
776122623,"5,00"
7761224,"3,00"
77613267,"0,00"
77613298,"0,00"
776122621,"5,00"
77613299,"0,00"
77612227,"3,00"
776122622,"0,00"
77612261,"5,00"
77612223,"0,00"
77612221,"0,00"
77612226,"0,00"
77612225,"0,00"
77612222,"0,00"
776121643,"0,00"
77612224,"0,00"
7761219,"0,00"
776121641,"0,00"
77612161,"0,00"
77612162,"0,00"
77612211,"0,00"
77612173,"0,00"
77612213,"0,00"
77612212,"0,00"
77612263,"5,00"
77612283,"0,00"
77613695,"0,00"
776139685,"5,00"
77612281,"0,00"
776122934,"0,00"
77612282,"0,00"
77612291,"0,00"
7761225,"5,00"
77612233,"0,00"
77612231,"0,00"
7761227,"0,00"
77612232,"0,00"
7761232,"3,00"
77612292,"4,70"
77612297,"5,00"
77612492,"0,00"
77612493,"0,00"
77612295,"5,00"
776122935,"0,00"
776122932,"4,70"
776122931,"0,00"
776122933,"0,00"
7761244,"0,00"
777865,"5,00"
7778671,"5,00"
7778661,"5,00"
7778644,"0,00"
7778646,"0,00"
7778647,"0,00"
77785978,"0,00"
7778643,"0,00"
7778641,"0,00"
777859792,"0,00"
7778642,"0,00"
7778645,"0,00"
77785975,"0,00"
777859773,"0,00"
777859743,"0,00"
777859771,"0,00"
777859742,"4,10"
7778583,"4,10"
777861,"0,00"
777859772,"0,00"
77785991,"0,00"
777859793,"0,00"
777859791,"0,00"
7778711,"0,00"
7778713,"0,00"
777863,"0,00"
7778621,"0,00"
77785993,"0,00"
777872,"5,00"
7778712,"0,00"
7778672,"5,00"
7778673,"0,00"
7778682,"5,00"
77786912,"0,00"
77786911,"0,00"
7778681,"0,00"
7778622,"0,00"
7778624,"5,00"
7778623,"0,00"
77786841,"0,00"
77786872,"0,00"
777876,"5,00"
7778791,"0,00"
7778781,"0,00"
7778741,"0,00"
7778732,"0,00"
7778731,"0,00"
777875,"0,00"
777877,"0,00"
7778733,"0,00"
7778685,"0,00"
77786914,"0,00"
7778683,"0,00"
77786913,"0,00"
77786917,"0,00"
77786915,"0,00"
777541,"3,70"
7775421,"4,40"
7775522,"4,40"
7775521,"4,40"
7775523,"4,40"
7775322,"4,40"
7775321,"4,40"
777546,"4,40"
777543,"3,00"
7775211,"4,40"
7775213,"4,40"
7775212,"4,40"
7775541,"4,40"
777525,"4,40"
777527,"4,40"
7775121,"4,78"
7775423,"0,00"
7775627,"0,00"
7775628,"0,00"
77756228,"0,00"
7775443,"0,00"
7775644,"0,00"
7775629,"0,00"
7775441,"0,00"
777547,"0,00"
7775442,"0,00"
777522,"4,40"
7774444,"4,40"
7775323,"4,40"
777549,"0,00"
7774425,"0,00"
777524,"4,40"
7774423,"0,00"
7775263,"0,00"
7775262,"4,40"
7775298,"4,40"
777528,"4,40"
777545,"0,00"
7775422,"4,40"
77756229,"0,00"
7775291,"4,40"
7775292,"4,91"
777548,"0,00"
7775294,"4,40"
7775293,"4,40"
7775261,"4,40"
777523,"4,40"
7774441,"0,00"
7774461,"0,00"
7774442,"0,00"
777445,"0,00"
7774443,"0,00"
7774424,"0,00"
7774445,"0,00"
7774422,"0,00"
7774463,"0,00"
7774431,"0,00"
7774421,"4,10"
7774433,"0,00"
7775299,"0,00"
77756491,"0,00"
7775647,"0,00"
777448,"0,00"
7774492,"0,00"
7774494,"0,00"
7774462,"0,00"
7774491,"0,00"
777447,"0,00"
7774493,"0,00"
777688,"0,00"
7776912,"4,40"
7776952,"0,00"
777684,"0,00"
7776962,"0,00"
777697,"0,00"
7776961,"0,00"
777698,"3,80"
7762468,"0,00"
77624693,"3,80"
7776993,"0,00"
7776991,"0,00"
7776992,"0,00"
777669,"3,80"
7776953,"0,00"
776249481,"0,00"
77624949,"0,00"
77624695,"0,00"
77624694,"0,00"
777149,"5,00"
7771662,"0,00"
7771664,"0,00"
7771696,"0,00"
7771665,"0,00"
7771693,"0,00"
7771697,"0,00"
7771695,"0,00"
77613863,"0,00"
7771694,"0,00"
77613883,"0,00"
77716991,"0,00"
7771663,"0,00"
777665,"0,00"
777666,"0,00"
777667,"5,00"
777694,"3,81"
777692,"4,40"
7776682,"5,00"
77624983,"0,00"
77624982,"0,00"
7776683,"5,00"
7778998,"0,00"
7776681,"0,00"
77758233,"5,00"
77758231,"5,00"
77758234,"5,00"
77758235,"5,00"
77758251,"0,00"
77758261,"0,00"
77758241,"0,00"
7775821,"0,00"
7775812,"0,00"
77758221,"0,00"
77758225,"0,00"
77758224,"0,00"
77758226,"0,00"
77758237,"0,00"
77758223,"0,00"
7775832,"0,00"
7775862,"0,00"
77758222,"0,00"
77758252,"0,00"
77758227,"0,00"
77758272,"0,00"
77758291,"5,00"
77758281,"5,00"
77758273,"5,00"
77758292,"5,00"
77758293,"5,00"
77758282,"0,00"
77758295,"0,00"
77758294,"4,70"
7775884,"0,00"
77758271,"0,00"
77758253,"0,00"
7776951,"0,00"
7762496,"0,00"
776249443,"0,00"
77624976,"0,00"
77624974,"0,00"
776249444,"0,00"
776172371,"4,70"
776172361,"4,70"
776172353,"4,70"
77617234,"0,00"
776183623,"0,00"
77617228,"0,00"
7761723621,"0,00"
77616492,"0,00"
776172373,"0,00"
776172375,"0,00"
77616465,"0,00"
776172363,"0,00"
77616924,"0,00"
77616945,"0,00"
776172325,"0,00"
776172372,"0,00"
77617239,"5,00"
77616926,"0,00"
77616927,"0,00"
776172352,"0,00"
7761723623,"0,00"
77616495,"0,00"
77617261,"5,00"
7761723622,"0,00"
776183622,"0,00"
776172382,"0,00"
776172381,"0,00"
77618364,"0,00"
776172383,"0,00"
776172374,"0,00"
776172351,"0,00"
77617233,"0,00"
77617225,"0,00"
776172261,"0,00"
77617224,"0,00"
77617227,"0,00"
77617221,"0,00"
77617223,"0,00"
776172193,"4,00"
776172321,"0,00"
77617231,"0,00"
776172221,"0,00"
776172323,"0,00"
776172324,"0,00"
776172322,"0,00"
77616425,"0,00"
776172191,"0,00"
776172192,"4,70"
776172222,"0,00"
776172223,"0,00"
777615,"5,00"
777614,"5,00"
777616,"5,00"
7776212,"5,00"
777613,"5,00"
777623,"0,00"
7776223,"0,00"
777624,"5,00"
7776222,"0,00"
7777843,"0,00"
7776313,"0,00"
7776211,"0,00"
7776311,"0,00"
777617,"0,00"
777712,"2,00"
7776221,"0,00"
7776214,"0,00"
7776213,"0,00"
77772,"2,00"
7776315,"5,00"
77763121,"0,00"
7776215,"0,00"
77778422,"0,00"
77778421,"0,00"
77778423,"0,00"
7775846,"0,00"
777612,"5,00"
7775845,"0,00"
7775847,"0,00"
7775835,"5,00"
7775844,"0,00"
777585,"0,00"
7775843,"0,00"
7775841,"0,00"
7775834,"4,98"
77758771,"0,00"
7776317,"5,00"
77758773,"0,00"
77758754,"0,00"
77758752,"0,00"
77758755,"4,70"
7775874,"5,00"
7776316,"5,00"
77758753,"0,00"
77758751,"0,00"
7775872,"0,00"
77758735,"0,00"
77758731,"0,00"
77758733,"0,00"
7775842,"0,00"
7775871,"0,00"
7776314,"5,00"
77763122,"0,00"
77763123,"0,00"
777632,"5,00"
77617251,"5,00"
77617243,"5,00"
77616944,"0,00"
77616951,"4,40"
77617263,"5,00"
77616941,"4,40"
77617262,"5,00"
77617264,"0,00"
77617266,"0,00"
7772763,"0,00"
77617284,"0,00"
77617267,"3,00"
77617245,"5,00"
77617246,"0,00"
77617247,"0,00"
77617244,"5,00"
77617249,"0,00"
77617248,"0,00"
77617281,"0,00"
77617283,"0,00"
77617285,"5,00"
77617293,"0,00"
77617292,"0,00"
77617282,"0,00"
77617291,"0,00"
77617287,"5,00"
77617265,"0,00"
77616952,"0,00"
77617286,"5,00"
77617241,"5,00"
7761727,"0,00"
77617242,"0,00"
777281,"4,40"
77617252,"0,00"
77617253,"0,00"
777693,"4,40"
7776911,"0,00"
7776812,"0,00"
7776813,"4,10"
7776913,"4,40"
77624973,"4,40"
77624951,"0,00"
776249471,"0,00"
77624945,"0,00"
776249441,"0,00"
77624942,"0,00"
776249473,"0,00"
776249472,"0,00"
77624943,"0,00"
77624946,"0,00"
77624953,"0,00"
77624955,"0,00"
776249442,"0,00"
77624941,"0,00"
77624971,"0,00"
776249445,"0,00"
777678,"0,00"
77624977,"4,40"
77624981,"0,00"
77624975,"0,00"
77624979,"0,00"
776249922,"0,00"
776249923,"0,00"
776249921,"0,00"
77624991,"0,00"
77594762,"1,00"
775947812,"1,00"
775947616,"1,00"
77594772,"0,00"
775947611,"0,00"
775947631,"0,00"
775947612,"0,00"
775947617,"0,00"
77594771,"0,00"
775947613,"0,00"
77594773,"0,00"
775947614,"0,00"
775947615,"0,00"
775947291,"2,00"
77594784,"0,00"
775947815,"0,00"
77594786,"0,00"
775947671,"0,00"
77594765,"0,00"
77594785,"0,00"
77594782,"0,00"
77594783,"0,00"
77581467,"0,00"
775947633,"0,00"
77594764,"0,00"
775947632,"0,00"
775947293,"0,00"
775947922,"0,00"
77594793,"0,00"
775947921,"0,00"
775947923,"1,00"
775947811,"0,00"
775947813,"0,00"
77594797,"0,00"
775947814,"0,00"
77594795,"0,00"
77594791,"0,00"
77594766,"0,00"
77581462,"0,00"
77581465,"0,00"
7759472223,"3,00"
775947292,"0,00"
77594728,"2,00"
77581464,"0,00"
77594753,"3,00"
775947323,"1,00"
775947322,"1,00"
77594727,"2,00"
77594715,"0,00"
77594731,"0,00"
77594724,"0,00"
775947251,"0,00"
77594721,"0,00"
775947321,"0,00"
77594723,"0,00"
77594735,"0,00"
77594733,"0,00"
77594734,"0,00"
77594751,"0,00"
77594726,"0,00"
775947253,"0,00"
7759472222,"2,00"
7759461,"0,00"
77594711,"0,00"
775947221,"0,00"
77594713,"0,00"
775945,"0,00"
77594714,"0,00"
7759245,"4,70"
7759242,"0,00"
7759433,"4,00"
775947252,"0,00"
7759244,"4,70"
775947121,"0,00"
7759472221,"0,00"
775949131,"0,00"
77594911,"0,00"
775947872,"0,00"
775947871,"0,00"
775949132,"0,00"
775947873,"0,00"
77594796,"0,00"
77594912,"0,00"
7771481,"5,00"
7771482,"5,00"
7771483,"5,00"
77712695,"5,00"
776137892,"0,00"
77613826,"5,00"
77613862,"0,00"
77613861,"0,00"
77613874,"0,00"
77613875,"0,00"
77613873,"0,00"
77613882,"0,00"
77613828,"0,00"
77613871,"0,00"
77613827,"0,00"
77613872,"0,00"
77616645,"0,00"
776183971,"3,80"
77618395,"3,80"
776183941,"3,80"
77618393,"3,80"
776183973,"3,80"
776183972,"3,80"
77618391,"0,00"
77618382,"0,00"
77618392,"0,00"
776183991,"0,00"
776183993,"0,00"
776183942,"2,40"
77618371,"0,00"
77618373,"0,00"
77618363,"0,00"
77618385,"3,80"
776183891,"0,00"
77618388,"0,00"
77618387,"0,00"
776183892,"0,00"
77618386,"0,00"
77618344,"0,00"
77618372,"0,00"
77618383,"0,00"
77618381,"0,00"
7762264,"0,00"
77618346,"0,00"
7759896,"1,00"
7761211,"3,00"
776119,"5,00"
7759897,"1,00"
7759894,"1,00"
7759892,"3,00"
7759886,"1,00"
776121331,"3,00"
7759887,"4,00"
7759895,"4,00"
776117,"5,00"
77612132,"0,00"
77612122,"0,00"
77613231,"0,00"
77612134,"0,00"
77612123,"0,00"
77612131,"0,00"
77612138,"0,00"
776121351,"0,00"
7761321,"3,00"
77612121,"0,00"
776131,"5,00"
776121393,"0,00"
776121391,"0,00"
7771281,"4,00"
7771283,"4,00"
77712723,"0,00"
776133,"5,00"
776118,"0,00"
7771249,"5,00"
7771247,"0,00"
77712481,"0,00"
77712483,"0,00"
77712482,"0,00"
77712722,"0,00"
7761351,"0,00"
7761341,"0,00"
7761375,"0,00"
77613743,"0,00"
77613742,"0,00"
77613725,"0,00"
77613722,"0,00"
77613741,"0,00"
77613721,"0,00"
77613723,"0,00"
7761371,"0,00"
7761373,"0,00"
77613724,"0,00"
77594491,"2,00"
77594493,"2,00"
77594492,"1,00"
77594642,"0,00"
7759883,"0,00"
7759873,"0,00"
7759463,"0,00"
77594431,"0,00"
7759444,"0,00"
77594422,"0,00"
7759884,"0,00"
77594425,"0,00"
7759445,"0,00"
7759872,"0,00"
77594423,"0,00"
77594432,"0,00"
77594641,"0,00"
775946431,"0,00"
7759871,"0,00"
7759885,"0,00"
77594426,"0,00"
77594424,"0,00"
77594421,"0,00"
7759441,"0,00"
7759462,"0,00"
77594433,"0,00"
7759881,"0,00"
7759448,"1,00"
77594427,"0,00"
7759447,"2,00"
77594649,"2,00"
77594429,"0,00"
775946432,"0,00"
7759446,"1,00"
775946443,"2,00"
77594647,"0,00"
77594428,"0,00"
775946433,"0,00"
775946442,"0,00"
775946441,"0,00"
77594645,"0,00"
77594648,"3,00"
775947432,"0,00"
77594752,"0,00"
775947421,"0,00"
775947461,"0,00"
77594745,"0,00"
775947471,"0,00"
77594741,"0,00"
775947441,"0,00"
775947431,"0,00"
775947433,"0,00"
7759891,"0,00"
7759893,"4,00"
775986,"5,00"
7759853,"0,00"
7759882,"0,00"
77612136,"5,00"
77594495,"0,00"
776121392,"0,00"
776121352,"0,00"
77612151,"0,00"
776121531,"0,00"
77594494,"1,00"
775946461,"0,00"
775947125,"0,00"
775947126,"0,00"
775947124,"0,00"
7759465,"0,00"
7759466,"0,00"
775947127,"0,00"
775946462,"0,00"
775947422,"0,00"
775947423,"0,00"
775946463,"0,00"
7759467,"0,00"
77594681,"0,00"
775947122,"0,00"
775947123,"0,00"
77594691,"0,00"
776121332,"0,00"
775984,"0,00"
7759421,"5,00"
77594324,"5,00"
77594323,"5,00"
77594321,"5,00"
775941,"4,00"
7759431,"4,00"
7759424,"0,00"
7759425,"0,00"
77594326,"0,00"
77594327,"0,00"
7759423,"0,00"
7759422,"0,00"
77594325,"0,00"
77594322,"0,00"
7759851,"0,00"
7759852,"0,00"
7759833,"0,00"
776113,"0,00"
7759815,"0,00"
775982,"0,00"
776115,"0,00"
7759831,"0,00"
7759812,"0,00"
7759832,"0,00"
7759813,"0,00"
7759811,"0,00"
7759814,"0,00"
775972,"0,00"
77596,"0,00"
776112,"5,00"
776111,"5,00"
7761141,"0,00"
7761143,"0,00"
776116,"0,00"
7761142,"0,00"
7771246,"0,00"
