cod_mun,Município,UF,Area equipada total   ,area_arroz,Area equipada por irrigação por Municipio (Café),Area equipada por Municipio (cana de açucar, Irrigada e Fertirrigada),Area equipada por irrigação por Municipio (Outras culturas),Area potencial de ser colhida irrigada por municipio por cultura  (Arroz ),Area potencial de ser colhida irrigada por municipio por cultura  (Café),Area potencial de ser colhida irrigada por municipio por cultura (Cana),Area potencial de ser colhida irrigada por municipio por cultura (Outras Culturas),Area potencial de ser colhida irrigada por municipio por cultura ,Valor da produção total do município (1000 R$) do Arroz ,Valor da produção total do município (1000 R$) do Café ,Valor da produção total do município (1000 R$) da cana de açucar (Irrigada e Fertirrigada) ,Valor da produção total do município (1000 R$) de Outras Culturas ,Valor da produção total do município (1000 R$) ,Area Colhida por municipio (ha) de arroz ,Area Colhida por municipio (ha) Café ,Area Colhida por municipio (ha) cana de açucar (Irrigada e Fertirrigada),Area Colhida  por municipio (ha) Outras Culturas  ,Area Colhida total  (ha) por municipio ,taxa_arroz,Taxa regional media de produção de Café (1000R$/ha) ,Taxa regional media de produção de Cana (1000R$/ha) ,Taxa regional media de produção de Demais culturas (1000R$/ha) ,Taxa regional media de produção (1000R$/ha) ,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Produção irrigada por Municipio (1000 R$)
3169901,Ubá,MG,220,0,0,0,220,0,0,0,550,550,-,"R$ 141,00","R$ 203,00","R$ 8.249,00","R$ 8.593,00",-,4,20,336,360,0,"35,25","10,15","24,55059524","23,86944444","R$ 0,00","R$ 0,00","R$ 0,00","R$ 13.502,83","R$ 13.502,83",
3170008,Ubaí,MG,116,0,0,0,116,0,0,0,290,290,-,-,"R$ 1.650,00","R$ 1.466,00","R$ 3.116,00",-,-,250,313,563,0,0,"6,6","4,68370607","5,534635879","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.358,27","R$ 1.358,27",
3170057,Ubaporanga,MG,910,0,0,0,910,0,0,0,2275,2275,"R$ 4,00","R$ 109.758,00","R$ 136,00","R$ 12.250,00","R$ 122.148,00",2,3545,17,402,3966,2,"30,96135402",8,"30,47263682","30,79878971","R$ 0,00","R$ 0,00","R$ 0,00","R$ 69.325,25","R$ 69.325,25",
3170107,Uberaba,MG,34.615,0,225,25.890,8.500,0,225,25890,21250,47365,-,"R$ 17.229,00","R$ 1.353.600,00","R$ 1.016.583,00","R$ 2.387.412,00",-,408,120000,146769,267177,0,"42,22794118","11,28","6,926414979","8,935694315","R$ 0,00","R$ 9.501,29","R$ 292.039,20","R$ 147.186,32","R$ 448.726,81",
3170206,Uberlândia,MG,12.768,0,427,2.278,10.063,0,427,2278,"25157,5","27862,5",-,"R$ 18.844,00","R$ 180.320,00","R$ 907.465,00","R$ 1.106.629,00",-,460,16100,104998,121558,0,"40,96521739","11,2","8,642688432","9,103711808","R$ 0,00","R$ 17.492,15","R$ 25.513,60","R$ 217.428,43","R$ 260.434,18",
3170305,Umburatiba,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 40,00","R$ 40,00",-,-,-,5,5,0,0,0,8,8,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3170404,Unaí,MG,70.874,0,3.250,6.710,60.913,0,3250,6710,"152282,5","162242,5","R$ 24.600,00","R$ 195.559,00","R$ 229.408,00","R$ 1.711.721,00","R$ 2.161.288,00",2000,3770,21400,298247,325417,"12,3","51,87241379","10,72","5,739273153","6,641595245","R$ 0,00","R$ 168.585,34","R$ 71.931,20","R$ 873.990,86","R$ 1.114.507,41",
3170438,União de Minas,MG,1.092,0,0,1.092,0,0,0,1092,0,1092,-,-,"R$ 114.062,00","R$ 30.387,00","R$ 144.449,00",-,-,12070,3228,15298,0,0,"9,450041425","9,413568773","9,442345405","R$ 0,00","R$ 0,00","R$ 10.319,45","R$ 0,00","R$ 10.319,45",
3170479,Uruana de Minas,MG,895,0,0,0,895,0,0,0,"2237,5","2237,5",-,-,"R$ 483,00","R$ 24.860,00","R$ 25.343,00",-,-,92,4737,4829,0,0,"5,25","5,248047287","5,24808449","R$ 0,00","R$ 0,00","R$ 0,00","R$ 11.742,51","R$ 11.742,51",
3170503,Urucânia,MG,1.329,0,0,1.225,103,0,0,1225,"257,5","1482,5",-,-,"R$ 42.242,00","R$ 2.836,00","R$ 45.078,00",-,-,4500,199,4699,0,0,"9,387111111","14,25125628","9,593104916","R$ 0,00","R$ 0,00","R$ 11.499,21","R$ 3.669,70","R$ 15.168,91",
3170529,Urucuia,MG,2.822,0,829,0,1.993,0,829,0,"4982,5","5811,5","R$ 174,00","R$ 23.895,00","R$ 622,00","R$ 39.990,00","R$ 64.681,00",30,553,84,4254,4921,"5,8","43,20976492","7,404761905","9,400564175","13,1438732","R$ 0,00","R$ 35.820,90","R$ 0,00","R$ 46.838,31","R$ 82.659,21",
3170578,Vargem Alegre,MG,55,0,0,0,55,0,0,0,"137,5","137,5","R$ 29,00","R$ 2.295,00","R$ 63,00","R$ 766,00","R$ 3.153,00",5,64,9,56,134,"5,8","35,859375",7,"13,67857143","23,52985075","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.880,80","R$ 1.880,80",
3170602,Vargem Bonita,MG,151,0,41,0,110,0,41,0,275,316,-,"R$ 99.927,00",-,"R$ 8.009,00","R$ 107.936,00",-,2460,-,1473,3933,0,"40,62073171",0,"5,437202987","27,44368167","R$ 0,00","R$ 1.665,45","R$ 0,00","R$ 1.495,23","R$ 3.160,68",
3170651,Vargem Grande do Rio Pardo,MG,353,0,0,0,353,0,0,0,"882,5","882,5","R$ 12,00","R$ 3.275,00","R$ 775,00","R$ 8.953,00","R$ 13.015,00",10,85,103,404,602,"1,2","38,52941176","7,524271845","22,16089109","21,61960133","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19.556,99","R$ 19.556,99",
3170701,Varginha,MG,163,0,0,0,163,0,0,0,"407,5","407,5",-,"R$ 230.323,00","R$ 78,00","R$ 6.305,00","R$ 236.706,00",-,7950,10,871,8831,0,"28,97144654","7,8","7,23880597","26,80398596","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.949,81","R$ 2.949,81",
3170750,Varjão de Minas,MG,4.108,0,1.848,1.726,534,0,1848,1726,1335,4909,-,"R$ 125.620,00","R$ 10.067,00","R$ 101.672,00","R$ 237.359,00",-,2337,880,10654,13871,0,"53,75267437","11,43977273","9,54308241","17,11188811","R$ 0,00","R$ 99.334,94","R$ 19.745,05","R$ 12.740,02","R$ 131.820,00",
3170800,Várzea da Palma,MG,4.134,0,614,0,3.519,0,614,0,"8797,5","9411,5",-,"R$ 44.294,00","R$ 600,00","R$ 152.591,00","R$ 197.485,00",-,700,90,8042,8832,0,"63,27714286","6,666666667","18,97426013","22,36016757","R$ 0,00","R$ 38.852,17","R$ 0,00","R$ 166.926,05","R$ 205.778,22",
3170909,Varzelândia,MG,197,0,0,0,197,0,0,0,"492,5","492,5",-,-,"R$ 571,00","R$ 13.170,00","R$ 13.741,00",-,-,59,2315,2374,0,0,"9,677966102","5,688984881","5,788121314","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.801,83","R$ 2.801,83",
3171006,Vazante,MG,5.101,0,0,0,5.101,0,0,0,"12752,5","12752,5",-,-,"R$ 47,00","R$ 177.256,00","R$ 177.303,00",-,-,3,25221,25224,0,0,"15,66666667","7,028111494","7,029138915","R$ 0,00","R$ 0,00","R$ 0,00","R$ 89.625,99","R$ 89.625,99",
3171030,Verdelândia,MG,4.823,0,0,0,4.822,0,0,0,12055,12055,-,-,-,"R$ 72.171,00","R$ 72.171,00",-,-,-,1901,1901,0,0,0,"37,96475539","37,96475539","R$ 0,00","R$ 0,00","R$ 0,00","R$ 457.665,13","R$ 457.665,13",
3171071,Veredinha,MG,111,0,0,0,111,0,0,0,"277,5","277,5",-,"R$ 2.750,00","R$ 624,00","R$ 1.301,00","R$ 4.675,00",-,140,104,521,765,0,"19,64285714",6,"2,497120921","6,111111111","R$ 0,00","R$ 0,00","R$ 0,00","R$ 692,95","R$ 692,95",
3171105,Veríssimo,MG,3.229,0,0,3.107,122,0,0,3107,305,3412,-,-,"R$ 281.658,00","R$ 36.434,00","R$ 318.092,00",-,-,26000,7078,33078,0,0,"10,833","5,147499294","9,616421791","R$ 0,00","R$ 0,00","R$ 33.658,13","R$ 1.569,99","R$ 35.228,12",
3171154,Vermelho Novo,MG,31,0,0,0,31,0,0,0,"77,5","77,5",-,"R$ 88.896,00","R$ 258,00","R$ 3.112,00","R$ 92.266,00",-,2244,34,651,2929,0,"39,61497326","7,588235294","4,780337942","31,50085353","R$ 0,00","R$ 0,00","R$ 0,00","R$ 370,48","R$ 370,48",
3171204,Vespasiano,MG,5,0,0,0,5,0,0,0,"12,5","12,5",-,-,-,"R$ 38,00","R$ 38,00",-,-,-,7,7,0,0,0,"5,428571429","5,428571429","R$ 0,00","R$ 0,00","R$ 0,00","R$ 67,86","R$ 67,86",
3171303,Viçosa,MG,173,0,0,0,173,0,0,0,"432,5","432,5",-,"R$ 23.305,00","R$ 303,00","R$ 13.740,00","R$ 37.348,00",-,825,29,1410,2264,0,"28,24848485","10,44827586","9,744680851","16,49646643","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.214,57","R$ 4.214,57",
3171402,Vieiras,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 16.848,00","R$ 135,00","R$ 1.277,00","R$ 18.260,00",-,650,15,141,806,0,"25,92",9,"9,056737589","22,65508685","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3171501,Mathias Lobato,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 539,00","R$ 539,00",-,-,-,99,99,0,0,0,"5,444444444","5,444444444","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3171600,Virgem da Lapa,MG,226,0,0,0,226,0,0,0,565,565,-,-,"R$ 348,00","R$ 2.528,00","R$ 2.876,00",-,-,58,1355,1413,0,0,6,"1,865682657","2,035385704","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.054,11","R$ 1.054,11",
3171709,Virgínia,MG,91,0,0,0,91,0,0,0,"227,5","227,5","R$ 11,00","R$ 1.743,00","R$ 35,00","R$ 29.589,00","R$ 31.378,00",3,50,4,749,806,"3,666666667","34,86","8,75","39,5046729","38,93052109","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.987,31","R$ 8.987,31",
3171808,Virginópolis,MG,727,0,0,0,727,0,0,0,"1817,5","1817,5",-,"R$ 2.117,00","R$ 669,00","R$ 2.750,00","R$ 5.536,00",-,80,88,259,427,0,"26,4625","7,602272727","10,61776062","12,96487119","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19.297,78","R$ 19.297,78",
3171907,Virgolândia,MG,37,0,0,0,37,0,0,0,"92,5","92,5",-,"R$ 395,00","R$ 231,00","R$ 1.288,00","R$ 1.914,00",-,22,33,191,246,0,"17,95454545",7,"6,743455497","7,780487805","R$ 0,00","R$ 0,00","R$ 0,00","R$ 623,77","R$ 623,77",
3172004,Visconde do Rio Branco,MG,252,0,0,0,252,0,0,0,630,630,-,"R$ 82,00","R$ 3.772,00","R$ 15.378,00","R$ 19.232,00",-,3,510,636,1149,0,"27,33333333","7,396078431","24,17924528","16,73803307","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15.232,92","R$ 15.232,92",
3172103,Volta Grande,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 24,00","R$ 420,00","R$ 444,00",-,-,3,20,23,0,0,8,21,"19,30434783","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3172202,Wenceslau Braz,MG,11,0,0,0,11,0,0,0,"27,5","27,5",-,-,-,"R$ 1.081,00","R$ 1.081,00",-,-,-,68,68,0,0,0,"15,89705882","15,89705882","R$ 0,00","R$ 0,00","R$ 0,00","R$ 437,17","R$ 437,17",
3200102,Afonso Cláudio,ES,2.790,0,2.780,0,10,0,2780,0,25,2805,"R$ 80,00","R$ 478.219,00","R$ 68,00","R$ 81.341,00","R$ 559.708,00",10,11695,15,1484,13204,8,"40,89089354","4,533333333","54,81199461","42,38927598","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98",
3200136,Águia Branca,ES,5.666,0,5.580,0,85,0,5580,0,"212,5","5792,5","R$ 111,00","R$ 307.504,00",-,"R$ 28.067,00","R$ 335.682,00",10,6270,-,656,6936,"11,1","49,04370016",0,"42,78506098","48,39705882","R$ 0,00","R$ 273.663,85","R$ 0,00","R$ 9.091,83","R$ 282.755,67",
3200169,Água Doce do Norte,ES,1.345,0,1.305,0,40,0,1305,0,100,1405,-,"R$ 81.034,00","R$ 81,00","R$ 12.703,00","R$ 93.818,00",-,2205,20,383,2608,0,"36,75011338","4,05","33,16710183","35,97315951","R$ 0,00","R$ 47.958,90","R$ 0,00","R$ 3.316,71","R$ 51.275,61",
3200201,Alegre,ES,150,0,136,0,14,0,136,0,35,171,-,"R$ 172.123,00","R$ 154,00","R$ 7.156,00","R$ 179.433,00",-,5225,30,935,6190,0,"32,94220096","5,133333333","7,653475936","28,98756058","R$ 0,00","R$ 4.480,14","R$ 0,00","R$ 267,87","R$ 4.748,01",
3200300,Alfredo Chaves,ES,492,0,416,0,76,0,416,0,190,606,-,"R$ 172.274,00","R$ 346,00","R$ 162.897,00","R$ 335.517,00",-,4632,40,4435,9107,0,"37,19214162","8,65","36,72987599","36,84166026","R$ 0,00","R$ 15.471,93","R$ 0,00","R$ 6.978,68","R$ 22.450,61",
3200359,Alto Rio Novo,ES,1.199,0,1.194,0,5,0,1194,0,"12,5","1206,5","R$ 32,00","R$ 116.683,00","R$ 162,00","R$ 1.469,00","R$ 118.346,00",3,2998,30,64,3095,"10,66666667","38,92028019","5,4","22,953125","38,23780291","R$ 0,00","R$ 46.470,81","R$ 0,00","R$ 286,91","R$ 46.757,73",
3200409,Anchieta,ES,428,0,130,0,299,0,130,0,"747,5","877,5",-,"R$ 34.087,00","R$ 12,00","R$ 17.920,00","R$ 52.019,00",-,1070,5,1696,2771,0,"31,85700935","2,4","10,56603774","18,77264525","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52",
3200508,Apiacá,ES,64,0,64,0,0,0,64,0,0,64,-,"R$ 77.535,00",-,"R$ 2.691,00","R$ 80.226,00",-,1770,-,224,1994,0,"43,80508475",0,"12,01339286","40,2337011","R$ 0,00","R$ 2.803,53","R$ 0,00","R$ 0,00","R$ 2.803,53",
3200607,Aracruz,ES,6.479,0,5.191,52,1236,0,5191,52,3090,8333,-,"R$ 276.311,00","R$ 937,00","R$ 58.163,00","R$ 335.411,00",-,5350,170,1720,7240,0,"51,64691589","5,511764706","33,81569767","46,32748619","R$ 0,00","R$ 268.099,14","R$ 286,61","R$ 104.490,51","R$ 372.876,26",
3200706,Atílio Vivacqua,ES,784,0,770,0,14,0,770,0,35,805,-,"R$ 57.906,00",-,"R$ 5.481,00","R$ 63.387,00",-,1330,-,311,1641,0,"43,53834586",0,"17,62379421","38,62705667","R$ 0,00","R$ 33.524,53","R$ 0,00","R$ 616,83","R$ 34.141,36",
3200805,Baixo Guandu,ES,2.206,0,2.131,0,75,0,2131,0,"187,5","2318,5","R$ 35,00","R$ 127.850,00",-,"R$ 28.100,00","R$ 155.985,00",4,3490,-,781,4275,"8,75","36,63323782",0,"35,97951344","36,4877193","R$ 0,00","R$ 78.065,43","R$ 0,00","R$ 6.746,16","R$ 84.811,59",
3200904,Barra de São Francisco,ES,3.354,0,3.155,0,199,0,3155,0,"497,5","3652,5","R$ 125,00","R$ 242.327,00","R$ 39,00","R$ 42.684,00","R$ 285.175,00",10,5105,10,1247,6372,"12,5","47,46856024","3,9","34,22935044","44,75439422","R$ 0,00","R$ 149.763,31","R$ 0,00","R$ 17.029,10","R$ 166.792,41",
3201001,Boa Esperança,ES,6.421,0,4.265,776,1378,0,4265,776,3445,8486,-,"R$ 206.755,00","R$ 379,00","R$ 118.097,00","R$ 325.231,00",-,5300,131,2734,8165,0,"39,01037736","2,893129771","43,19568398","39,83233313","R$ 0,00","R$ 166.379,26","R$ 2.245,07","R$ 148.809,13","R$ 317.433,46",
3201100,Bom Jesus do Norte,ES,166,0,165,0,1,0,165,0,"2,5","167,5",-,"R$ 5.914,00",-,"R$ 820,00","R$ 6.734,00",-,174,-,39,213,0,"33,98850575",0,"21,02564103","31,61502347","R$ 0,00","R$ 5.608,10","R$ 0,00","R$ 52,56","R$ 5.660,67",
3201159,Brejetuba,ES,393,0,393,0,0,0,393,0,0,393,-,"R$ 632.748,00",-,"R$ 6.513,00","R$ 639.261,00",-,18000,-,571,18571,0,"35,15266667",0,"11,40630473","34,42254052","R$ 0,00","R$ 13.815,00","R$ 0,00","R$ 0,00","R$ 13.815,00",
3201209,Cachoeiro de Itapemirim,ES,941,0,900,0,41,0,900,0,"102,5","1002,5",-,"R$ 162.519,00","R$ 1.926,00","R$ 12.095,00","R$ 176.540,00",-,5870,300,758,6928,0,"27,68637138","6,42","15,95646438","25,48210162","R$ 0,00","R$ 24.917,73","R$ 0,00","R$ 1.635,54","R$ 26.553,27",
3201308,Cariacica,ES,150,0,98,0,52,0,98,0,130,228,-,"R$ 11.002,00","R$ 164,00","R$ 26.326,00","R$ 37.492,00",-,323,35,1117,1475,0,"34,0619195","4,685714286","23,56848702","25,41830508","R$ 0,00","R$ 3.338,07","R$ 0,00","R$ 3.063,90","R$ 6.401,97",
3201407,Castelo,ES,4.316,0,4.300,0,16,0,4300,0,40,4340,-,"R$ 361.077,00","R$ 357,00","R$ 38.865,00","R$ 400.299,00",-,11527,79,1043,12649,0,"31,32445563","4,518987342","37,26270374","31,64669144","R$ 0,00","R$ 134.695,16","R$ 0,00","R$ 1.490,51","R$ 136.185,67",
3201506,Colatina,ES,9.633,0,9.339,0,294,0,9339,0,735,10074,"R$ 40,00","R$ 520.647,00","R$ 110,00","R$ 77.466,00","R$ 598.263,00",3,11110,25,2501,13639,"13,33333333","46,86291629","4,4","30,9740104","43,8641396","R$ 0,00","R$ 437.652,78","R$ 0,00","R$ 22.765,90","R$ 460.418,67",
3201605,Conceição da Barra,ES,8.071,0,900,5.834,1.337,0,900,5834,"3342,5","10076,5",-,"R$ 44.385,00","R$ 39.458,00","R$ 116.261,00","R$ 200.104,00",-,1121,8793,1945,11859,0,"39,5941124","4,487433185","59,77429306","16,87359811","R$ 0,00","R$ 35.634,70","R$ 26.179,69","R$ 199.795,57","R$ 261.609,96",
3201704,Conceição do Castelo,ES,604,0,601,0,3,0,601,0,"7,5","608,5",-,"R$ 162.517,00","R$ 15,00","R$ 17.316,00","R$ 179.848,00",-,4088,3,644,4735,0,"39,75464775",5,"26,88819876","37,98268215","R$ 0,00","R$ 23.892,54","R$ 0,00","R$ 201,66","R$ 24.094,20",
3201803,Divino de São Lourenço,ES,0,0,0,0,0,0,0,0,0,0,-,"R$ 90.556,00",-,"R$ 1.343,00","R$ 91.899,00",-,2100,-,244,2344,0,"43,12190476",0,"5,504098361","39,20605802","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3201902,Domingos Martins,ES,55,0,52,0,3,0,52,0,"7,5","59,5",-,"R$ 145.581,00","R$ 198,00","R$ 201.927,00","R$ 347.706,00",-,6024,40,3684,9748,0,"24,16683267","4,95","54,81188925","35,66947066","R$ 0,00","R$ 1.256,68","R$ 0,00","R$ 411,09","R$ 1.667,76",
3202009,Dores do Rio Preto,ES,0,0,0,0,0,0,0,0,0,0,-,"R$ 108.397,00","R$ 83,00","R$ 7.445,00","R$ 115.925,00",-,3200,15,1695,4910,0,"33,8740625","5,533333333","4,392330383","23,60997963","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3202108,Ecoporanga,ES,439,0,394,0,45,0,394,0,"112,5","506,5",-,"R$ 98.501,00","R$ 273,00","R$ 15.716,00","R$ 114.490,00",-,2650,50,349,3049,0,"37,17018868","5,46","45,03151862","37,5500164","R$ 0,00","R$ 14.645,05","R$ 0,00","R$ 5.066,05","R$ 19.711,10",
3202207,Fundão,ES,2.331,0,2.250,0,81,0,2250,0,"202,5","2452,5",-,"R$ 166.047,00","R$ 182,00","R$ 7.940,00","R$ 174.169,00",-,2482,23,373,2878,0,"66,90048348","7,913043478","21,28686327","60,51737318","R$ 0,00","R$ 150.526,09","R$ 0,00","R$ 4.310,59","R$ 154.836,68",
3202256,Governador Lindenberg,ES,9.652,0,9.365,0,287,0,9365,0,"717,5","10082,5",-,"R$ 340.860,00",-,"R$ 16.427,00","R$ 357.287,00",-,9200,-,396,9596,0,"37,05",0,"41,48232323","37,23290955","R$ 0,00","R$ 346.973,25","R$ 0,00","R$ 29.763,57","R$ 376.736,82",
3202306,Guaçuí,ES,467,0,467,0,0,0,467,0,0,467,-,"R$ 192.180,00","R$ 36,00","R$ 16.935,00","R$ 209.151,00",-,6450,10,1422,7882,0,"29,79534884","3,6","11,9092827","26,53527024","R$ 0,00","R$ 13.914,43","R$ 0,00","R$ 0,00","R$ 13.914,43",
3202405,Guarapari,ES,366,0,11,0,355,0,11,0,"887,5","898,5",-,"R$ 49.715,00","R$ 182,00","R$ 48.083,00","R$ 97.980,00",-,2100,70,4271,6441,0,"23,67380952","2,6","11,2580192","15,21192361","R$ 0,00","R$ 260,41","R$ 0,00","R$ 9.991,49","R$ 10.251,90",
3202454,Ibatiba,ES,25,0,25,0,0,0,25,0,0,25,-,"R$ 271.670,00",-,"R$ 19.538,00","R$ 291.208,00",-,8200,-,908,9108,0,"33,1304878",0,"21,51762115","31,97277119","R$ 0,00","R$ 828,26","R$ 0,00","R$ 0,00","R$ 828,26",
3202504,Ibiraçu,ES,1.237,0,1.150,0,87,0,1150,0,"217,5","1367,5",-,"R$ 68.374,00","R$ 2.372,00","R$ 10.557,00","R$ 81.303,00",-,1866,255,471,2592,0,"36,64201501","9,301960784","22,41401274","31,36689815","R$ 0,00","R$ 42.138,32","R$ 0,00","R$ 4.875,05","R$ 47.013,37",
3202553,Ibitirama,ES,15,0,15,0,0,0,15,0,0,15,-,"R$ 182.981,00","R$ 20,00","R$ 6.075,00","R$ 189.076,00",-,5501,5,822,6328,0,"33,26322487",4,"7,390510949","29,87926675","R$ 0,00","R$ 498,95","R$ 0,00","R$ 0,00","R$ 498,95",
3202603,Iconha,ES,351,0,336,0,15,0,336,0,"37,5","373,5",-,"R$ 113.197,00","R$ 75,00","R$ 61.498,00","R$ 174.770,00",-,4251,15,3690,7956,0,"26,62832275",5,"16,66612466","21,96706888","R$ 0,00","R$ 8.947,12","R$ 0,00","R$ 624,98","R$ 9.572,10",
3202652,Irupi,ES,6,0,6,0,0,0,6,0,0,6,-,"R$ 347.963,00","R$ 18,00","R$ 4.387,00","R$ 352.368,00",-,9807,5,717,10529,0,"35,48108494","3,6","6,118549512","33,46642606","R$ 0,00","R$ 212,89","R$ 0,00","R$ 0,00","R$ 212,89",
3202702,Itaguaçu,ES,5.433,0,5.312,0,121,0,5312,0,"302,5","5614,5",-,"R$ 197.847,00","R$ 516,00","R$ 135.563,00","R$ 333.926,00",-,6885,100,1358,8343,0,"28,73594771","5,16","99,82547865","40,02469136","R$ 0,00","R$ 152.645,35","R$ 0,00","R$ 30.197,21","R$ 182.842,56",
3202801,Itapemirim,ES,1.814,0,93,1.433,288,0,93,1433,720,2246,-,"R$ 11.159,00","R$ 37.232,00","R$ 15.370,00","R$ 63.761,00",-,607,6500,661,7768,0,"18,38385502","5,728","23,2526475","8,208161689","R$ 0,00","R$ 1.709,70","R$ 8.208,22","R$ 16.741,91","R$ 26.659,83",
3202900,Itarana,ES,1.130,0,1.120,0,10,0,1120,0,25,1145,-,"R$ 127.534,00","R$ 213,00","R$ 40.395,00","R$ 168.142,00",-,3220,40,1249,4509,0,"39,6068323","5,325","32,3418735","37,29030827","R$ 0,00","R$ 44.359,65","R$ 0,00","R$ 808,55","R$ 45.168,20",
3203007,Iúna,ES,56,0,56,0,0,0,56,0,0,56,-,"R$ 513.518,00","R$ 51,00","R$ 9.383,00","R$ 522.952,00",-,16040,12,1388,17440,0,"32,01483791","4,25","6,760086455","29,98577982","R$ 0,00","R$ 1.792,83","R$ 0,00","R$ 0,00","R$ 1.792,83",
3203056,Jaguaré,ES,14.828,0,13.092,0,1.737,0,13092,0,"4342,5","17434,5",-,"R$ 531.880,00",-,"R$ 146.509,00","R$ 678.389,00",-,13337,-,3211,16548,0,"39,88003299",0,"45,62721893","40,99522601","R$ 0,00","R$ 522.109,39","R$ 0,00","R$ 198.136,20","R$ 720.245,59",
3203106,Jerônimo Monteiro,ES,352,0,348,0,4,0,348,0,10,358,-,"R$ 104.186,00",-,"R$ 4.668,00","R$ 108.854,00",-,3000,-,258,3258,0,"34,72866667",0,"18,09302326","33,41129527","R$ 0,00","R$ 12.085,58","R$ 0,00","R$ 180,93","R$ 12.266,51",
3203130,João Neiva,ES,1.119,0,1.093,0,26,0,1093,0,65,1158,-,"R$ 53.517,00","R$ 159,00","R$ 6.913,00","R$ 60.589,00",-,1289,25,298,1612,0,"41,51823119","6,36","23,19798658","37,58622829","R$ 0,00","R$ 45.379,43","R$ 0,00","R$ 1.507,87","R$ 46.887,30",
3203163,Laranja da Terra,ES,2.208,0,2.200,0,8,0,2200,0,20,2220,-,"R$ 129.839,00",-,"R$ 76.537,00","R$ 206.376,00",-,2740,-,1265,4005,0,"47,38649635",0,"60,50355731","51,52958801","R$ 0,00","R$ 104.250,29","R$ 0,00","R$ 1.210,07","R$ 105.460,36",
3203205,Linhares,ES,20.222,0,12.757,2.163,5.302,0,12757,2163,13255,28175,-,"R$ 834.793,00","R$ 66.124,00","R$ 723.345,00","R$ 1.624.262,00",-,17400,16574,18808,52782,0,"47,9766092","3,9896223","38,45943216","30,77302868","R$ 0,00","R$ 612.037,60","R$ 8.629,55","R$ 509.779,77","R$ 1.130.446,93",
3203304,Mantenópolis,ES,528,0,510,0,18,0,510,0,45,555,"R$ 250,00","R$ 112.655,00","R$ 14,00","R$ 9.004,00","R$ 121.923,00",20,4722,3,426,5171,"12,5","23,85747565","4,666666667","21,13615023","23,57822471","R$ 0,00","R$ 12.167,31","R$ 0,00","R$ 951,13","R$ 13.118,44",
3203320,Marataízes,ES,2.452,0,0,0,2.452,0,0,0,6130,6130,-,-,"R$ 2.490,00","R$ 78.982,00","R$ 81.472,00",-,-,1000,1942,2942,0,0,"2,49","40,67044284","27,69272604","R$ 0,00","R$ 0,00","R$ 0,00","R$ 249.309,81","R$ 249.309,81",
3203346,Marechal Floriano,ES,481,0,448,0,32,0,448,0,80,528,-,"R$ 87.504,00","R$ 39,00","R$ 78.845,00","R$ 166.388,00",-,2200,8,1569,3777,0,"39,77454545","4,875","50,25175271","44,05295208","R$ 0,00","R$ 17.819,00","R$ 0,00","R$ 4.020,14","R$ 21.839,14",
3203353,Marilândia,ES,7.319,0,7.264,0,55,0,7264,0,"137,5","7401,5",-,"R$ 414.947,00","R$ 194,00","R$ 31.424,00","R$ 446.565,00",-,8600,44,571,9215,0,"48,24965116","4,409090909","55,03327496","48,46066196","R$ 0,00","R$ 350.485,47","R$ 0,00","R$ 7.567,08","R$ 358.052,54",
3203403,Mimoso do Sul,ES,1.181,0,1.150,0,31,0,1150,0,"77,5","1227,5",-,"R$ 372.461,00",-,"R$ 14.727,00","R$ 387.188,00",-,7772,-,1679,9451,0,"47,92344313",0,"8,771292436","40,9679399","R$ 0,00","R$ 55.111,96","R$ 0,00","R$ 679,78","R$ 55.791,73",
