Unnamed: 0,id,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,dmu_nu_poptotal,dmu_nu_popurbana,dmu_nu_poprural,ihu_pc_cobrede,classe_ish_mun,area_setor,area_otto,area_scbc,pop,pop_urb_scbc,pop_urb_bacia,ihu_rel,classe_ish_otto,disp_por_dem,fator_iminente,fator_pos_deficit,fator_de_risco_total,irri_arroz,irri_cafe,irri_cana,irri_oc,irri_total
3545,3546,7776353,320120905000017,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,04231094232","70,09813639","0,042",448,"444,7076564","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3546,3547,7776353,320120905000018,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,1513819178","70,09813639","0,151",582,"580,5316862","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3547,3548,7776353,320120905000019,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,01441860047","70,09813639","0,014",260,"252,4516861","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3548,3549,7776353,320120905000020,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,08425726958","70,09813639","0,084",342,"340,9557436","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3549,3550,7776353,320120905000021,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,08512855032","70,09813639","0,085",377,"376,4307025","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3550,3551,7776353,320120905000022,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,01266654755","70,09813639","0,013",90,"92,36928969","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3551,3552,7776353,320120905000023,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,0681643277","70,09813639","0,068",347,"346,163467","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3552,3553,7776353,320120905000026,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,1942092231","70,09813639","0,194",193,"192,7920796","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3553,3554,7776353,320120905000027,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,2,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,3037146062","70,09813639","0,304",311,"311,2922397","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3554,3555,7776353,320120905000028,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,3956364093","70,09813639","0,395",410,"409,3404858","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3555,3556,7776351,320120905000028,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,47","0,009","2,394","10,656",220573,192924,,1,Máximo,"0,3956364093","50,11241659","0,001",410,"1,036305027","514,4240816","0,01",Máximo,9.384384384384385,0.0037850111999999997,0.0,0.0037850111999999997,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3556,3557,7776352,320120905000029,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,079","0,001","0,001","1,871",220573,192924,,1,Máximo,"0,1884735837","17,3028666","0,091",562,"271,3483715","499,1058122","2,72",Máximo,53.447354355959384,0.00011668803333333332,0.0,0.00011668803333333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3557,3558,7776353,320120905000029,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,1884735837","70,09813639","0,09",562,"268,3665212","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3558,3559,7776351,320120905000029,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,47","0,009","2,394","10,656",220573,192924,,1,Máximo,"0,1884735837","50,11241659","0,007",562,"20,87295165","514,4240816","0,2",Máximo,9.384384384384385,0.0037850111999999997,0.0,0.0037850111999999997,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3559,3560,7776353,320120905000030,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,08922908004","70,09813639","0,089",1011,"1008,404435","91925,19962","0,05",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3560,3561,7776353,320120905000031,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,0215898874","70,09813639","0,022",324,"330,1545704","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3561,3562,7776353,320120905000033,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,08251301874","70,09813639","0,083",938,"943,5359558","91925,19962","0,05",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3562,3563,7776353,320120905000035,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,7792644076","70,09813639","0,779",675,"674,7709697","91925,19962","0,04",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3563,3564,7776353,320120905000036,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,06644398708","70,09813639","0,066",449,"445,9997255","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3564,3565,7776353,320120905000037,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,1773079339","70,09813639","0,177",607,"605,9458121","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3565,3566,7776353,320120905000038,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,3575938598","70,09813639","0,358",154,"154,1749068","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3566,3567,7776353,320120905000039,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,04184309417","70,09813639","0,042",648,"650,4299106","91925,19962","0,04",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3567,3568,7776353,320120905000040,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,2071912579","70,09813639","0,207",823,"822,2402901","91925,19962","0,04",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3568,3569,7776353,320120905000041,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,03192599846","70,09813639","0,032",453,"454,0500125","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3569,3570,7776353,320120905000042,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,04956154291","70,09813639","0,05",453,"457,0075641","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3570,3571,7776353,320120905000045,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,02815930426","70,09813639","0,028",233,"231,6818605","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3571,3572,7776353,320120905000046,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,03882976382","70,09813639","0,039",97,"97,42526423","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3572,3573,7776353,320120905000047,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,01784037827","70,09813639","0,018",208,"209,8610211","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3573,3574,7776353,320120905000049,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,01935248509","70,09813639","0,019",177,"173,7761318","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3574,3575,7776353,320120905000050,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,03537322063","70,09813639","0,035",394,"389,8429307","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3575,3576,7776353,320120905000051,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,05718410042","70,09813639","0,057",443,"441,5737909","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3576,3577,7776353,320120905000052,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,4557596605","70,09813639","0,456",481,"481,2536497","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3577,3578,7776353,320120905000053,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,07180016581","70,09813639","0,072",805,"807,2404756","91925,19962","0,04",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3578,3579,7776353,320120905000054,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,03167107782","70,09813639","0,032",327,"330,3960812","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3579,3580,7776353,320120905000055,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,01434980388","70,09813639","0,014",129,"125,8553786","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3580,3581,7776353,320120905000056,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,05907231626","70,09813639","0,059",600,"599,2654807","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3581,3582,7776353,320120905000057,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,07176077391","70,09813639","0,072",405,"406,3501327","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3582,3583,7776353,320120905000058,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,104505192","70,09813639","0,105",444,"446,1022377","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3583,3584,7776353,320120905000059,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,0505640622","70,09813639","0,051",410,"413,5348129","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3584,3585,7776353,320120905000060,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,04898090241","70,09813639","0,049",474,"474,184812","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3585,3586,7776353,320120905000061,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,05052017085","70,09813639","0,051",483,"487,5874247","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3586,3587,7776353,320120905000062,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,06587965988","70,09813639","0,066",363,"363,6630797","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3587,3588,7776353,320120905000063,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,0302191311","70,09813639","0,03",433,"429,8601425","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3588,3589,7776353,320120905000064,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,02320571666","70,09813639","0,023",163,"161,5550192","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3589,3590,7776353,320120905000065,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,0324419329","70,09813639","0,032",456,"449,788243","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3590,3591,7776353,320120905000067,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,03737586319","70,09813639","0,037",780,"772,1560798","91925,19962","0,04",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3591,3592,7776353,320120905000070,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,04490745558","70,09813639","0,045",365,"365,752185","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3592,3593,7776353,320120905000071,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,07222640495","70,09813639","0,072",1073,"1069,636514","91925,19962","0,06",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3593,3594,7776353,320120905000072,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,1772496008","70,09813639","0,177",515,"514,2747831","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3594,3595,7776353,320120905000073,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,06444118606","70,09813639","0,064",532,"528,3577489","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3595,3596,7776353,320120905000074,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,03766818331","70,09813639","0,038",642,"647,6553382","91925,19962","0,04",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3596,3597,7776353,320120905000075,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,026721567","70,09813639","0,027",297,"300,0946763","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3597,3598,7776353,320120905000076,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,03720861687","70,09813639","0,037",321,"319,2002552","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3598,3599,7776353,320120905000077,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,10839819","70,09813639","0,108",383,"381,5930875","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3599,3600,7776353,320120905000078,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,04634574584","70,09813639","0,046",611,"606,4418533","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3600,3601,7776353,320120905000079,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,03539218652","70,09813639","0,035",659,"651,6975148","91925,19962","0,04",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3601,3602,7776353,320120905000080,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,0296198773","70,09813639","0,03",349,"353,4788444","91925,19962","0,02",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3602,3603,7776353,320120905000081,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,02683983995","70,09813639","0,027",122,"122,7280046","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3603,3604,7776353,320120905000082,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,04699243414","70,09813639","0,047",579,"579,09322","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3604,3605,7776353,320120905000083,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,2187233938","70,09813639","0,199",600,"545,8949677","91925,19962","0,03",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3605,3606,7776362,320120905000083,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,2187233938","21,0857552","0,02",600,"54,86381585","26270,06384","0,01",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3606,3607,7776353,320120905000084,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"22,161","0,395","2,384","10,756",220573,192924,,1,Máximo,"0,4040195552","70,09813639","0,083",455,"93,4731983","91925,19962","0,01",Máximo,9.297136481963555,0.0038563845333333333,0.0,0.0038563845333333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3607,3608,7776362,320120905000084,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,4040195552","21,0857552","0,321",455,"361,504779","26270,06384","0,07",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3608,3609,7776362,320120905000086,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,110018347","21,0857552","0,11",430,"429,9282919","26270,06384","0,08",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3609,3610,7776362,320120905000087,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,02207247835","21,0857552","0,022",63,"62,79312989","26270,06384","0,01",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3610,3611,7776362,320120905000089,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,02199620965","21,0857552","0,021",164,"156,5724302","26270,06384","0,03",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3611,3612,7776361,320120905000089,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,435","0,003","0,05","11,434",220573,192924,,1,Máximo,"0,02199620965","10,18214131","0,001",164,"7,455830009","7808,62486",0,Máximo,8.745845723281441,0.004357878533333333,0.0,0.004357878533333333,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3612,3613,7776362,320120905000090,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,08126082072","21,0857552","0,081",407,"405,6936628","26270,06384","0,08",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3613,3614,7776362,320120905000091,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,07820688717","21,0857552","0,078",714,"712,1111965","26270,06384","0,14",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3614,3615,7776362,320120905000092,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,06820766829","21,0857552","0,068",955,"952,0923619","26270,06384","0,18",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3615,3616,7776362,320120905000093,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,02541095099","21,0857552","0,025",318,"312,8572403","26270,06384","0,06",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3616,3617,7776362,320120905000094,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,04047036709","21,0857552","0,04",399,"394,3626201","26270,06384","0,08",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3617,3618,7776362,320120905000095,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,05319495609","21,0857552","0,053",341,"339,7502569","26270,06384","0,06",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
3618,3619,7776362,320120905000098,Urbana,3201209,Cachoeiro de Itapemirim,Espírito Santo,1,"0,097","0,02","0,02","20,446",220573,192924,,1,Máximo,"0,3324524402","21,0857552","0,332",514,"513,3004886","26270,06384","0,1",Máximo,4.890932211679546,0.013934630533333332,0.0,0.013934630533333332,0.0,0.0,1635.53759895,25545.806874050002,27181.344473
