fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,fator_iminente,fator_pós_deficit,fator_de_risco_total,dmu_nu_popurbana,ihu_pc_risco_inerente,ihu_pc_riscoposdeficit,ihu_pc_risco,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_pc_cobrede,ihu_cs_ish,ISH,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,CORINGA,igh_ind
26817,77823916,330220505000120,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,053","0,002","0,002","3,941","25,37650615","0,001","0,000","0,001",485.132,"0,00052","0,00000","0,00052",251,0,251,1,"3,00",Médio,"11,54046181","14,96507123","2,043","0,00000344","0,0000002298686018","0,0000004696215535","0,000003440213495","0,1365178935","0,410","3,000",,
26818,77823914,330220505000121,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,031","0,002","0,002","6,592","15,17056034","0,001","0,000","0,001",485.132,"0,00145","0,00000","0,00145",703,0,703,1,"3,00",Médio,"22,48534611","8,851087745",0,0,0,0,0,0,"0,000","0,000",,
26819,77823916,330220505000121,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,053","0,002","0,002","3,941","25,37650615","0,001","0,000","0,001",485.132,"0,00052","0,00000","0,00052",251,0,251,1,"3,00",Médio,"22,48534611","14,96507123","0,008","0,00000344","0,0000002298686018","0,000000001838948815","0,000003440213495","0,0005345781438","0,002","3,000",,
26820,7782394,330220505000144,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,4996157304","43,26440266","0,331","0,001337","0,0000309030038","0,00001022889426","0,001337080266","0,007650631458","0,023","3,000",,
26821,7782394,330220505000149,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,01209349196","43,26440266","0,012","0,001337","0,0000309030038","0,0000003708360457","0,001337080266","0,0002773642825","0,001","3,000",,
26822,77823786,330220505000151,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,028","0,003","0,003","11,683","8,559698528","0,005","0,000","0,005",485.132,"0,00455","0,00000","0,00455",2.207,0,2.207,1,"3,00",Médio,"26,10107992","8,035091208","0,013",0,0,0,0,0,"0,000","0,000",,
26823,7782394,330220505000151,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"26,10107992","43,26440266","18,149","0,001337","0,0000309030038","0,000560858616","0,001337080266","0,4194903635","1,258","3,000",,
26824,7778592,330220505000151,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,121","0,003","0,003","2,330","42,91087268","0,000","0,000","0,000",485.132,"0,00018","0,00000","0,00018",88,0,88,1,"3,00",Médio,"26,10107992","24,07678556","0,031",0,0,0,0,0,"0,000","0,000",,
26825,7778594,330220505000151,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,442","0,009","0,009","2,058","48,58578625","0,000","0,000","0,000",485.132,"0,00014","0,00000","0,00014",69,0,69,1,"3,00",Médio,"26,10107992","88,12931154","0,012",0,0,0,0,0,"0,000","0,000",,
26826,77823963,330220505000151,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,131","0,010","0,010","7,517","13,30304885","0,002","0,000","0,002",485.132,"0,00188","0,00000","0,00188",914,0,914,1,"3,00",Médio,"26,10107992","37,15000202","7,896",0,0,0,0,0,"0,000","0,000",,
26827,77823783,330220505000152,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,163","0,001","0,011","7,016","14,2527867","0,002","0,000","0,002",485.132,"0,00164","0,00000","0,00164",796,0,796,1,"3,00",Médio,"17,33042642","2,129905734","0,78",0,0,0,0,0,"0,000","0,000",,
26828,7782394,330220505000152,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"17,33042642","43,26440266","1,714","0,001337","0,0000309030038","0,00005296774852","0,001337080266","0,03961686501","0,119","3,000",,
26829,77823785,330220505000152,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,110","0,003","0,008","7,408","13,49820696","0,002","0,000","0,002",485.132,"0,00183","0,00000","0,00183",888,0,888,1,"3,00",Médio,"17,33042642","14,29933407","1,144",0,0,0,0,0,"0,000","0,000",,
26830,77823914,330220505000152,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,031","0,002","0,002","6,592","15,17056034","0,001","0,000","0,001",485.132,"0,00145","0,00000","0,00145",703,0,703,1,"3,00",Médio,"17,33042642","8,851087745","5,479",0,0,0,0,0,"0,000","0,000",,
26831,77823916,330220505000152,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,053","0,002","0,002","3,941","25,37650615","0,001","0,000","0,001",485.132,"0,00052","0,00000","0,00052",251,0,251,1,"3,00",Médio,"17,33042642","14,96507123","2,663","0,00000344","0,0000002298686018","0,0000006121400867","0,000003440213495","0,1779476996","0,534","3,000",,
26832,77823786,330220505000155,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,028","0,003","0,003","11,683","8,559698528","0,005","0,000","0,005",485.132,"0,00455","0,00000","0,00455",2.207,0,2.207,1,"3,00",Médio,"36,40503744","8,035091208","8,022",0,0,0,0,0,"0,000","0,000",,
26833,77823787,330220505000155,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,031","0,002","0,002","6,530","15,31495808","0,001","0,000","0,001",485.132,"0,00142","0,00000","0,00142",689,0,689,1,"3,00",Médio,"36,40503744","8,898005174","8,81",0,0,0,0,0,"0,000","0,000",,
26834,7782394,330220505000155,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"36,40503744","43,26440266","6,572","0,001337","0,0000309030038","0,000203094541","0,001337080266","0,151903172","0,456","3,000",,
26835,7778592,330220505000155,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,121","0,003","0,003","2,330","42,91087268","0,000","0,000","0,000",485.132,"0,00018","0,00000","0,00018",88,0,88,1,"3,00",Médio,"36,40503744","24,07678556","0,212",0,0,0,0,0,"0,000","0,000",,
26836,7778573,330220505000155,Rural,3302205,Itaperuna,Rio de Janeiro,8,"10,888","0,126","0,566","5,202","19,22494403","0,001","0,000","0,001",485.132,"0,00090","0,00000","0,00090",438,0,438,1,"3,00",Médio,"36,40503744","76,08885251","0,043","0,001851","0,00002432682238","0,000001046053362","0,001851052242","0,0005651287749","0,002","3,325",,
26837,77823784,330220505000155,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,045","0,003","0,003","6,017","16,61876108","0,001","0,000","0,001",485.132,"0,00121","0,00000","0,00121",586,0,586,1,"3,00",Médio,"36,40503744","12,87957109","6,613",0,0,0,0,0,"0,000","0,000",,
26838,77823785,330220505000155,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,110","0,003","0,008","7,408","13,49820696","0,002","0,000","0,002",485.132,"0,00183","0,00000","0,00183",888,0,888,1,"3,00",Médio,"36,40503744","14,29933407","3,505",0,0,0,0,0,"0,000","0,000",,
26839,778237824,330220505000155,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,038","0,001","0,001","3,520","28,41252098","0,000","0,000","0,000",485.132,"0,00041","0,00000","0,00041",200,0,200,1,"3,00",Médio,"36,40503744","10,83399849","2,628",0,0,0,0,0,"0,000","0,000",,
26840,7782416,330220505000157,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,041","0,002","0,002","5,743","17,41358945","0,001","0,000","0,001",485.132,"0,00110","0,00000","0,00110",533,0,533,1,"3,00",Médio,"24,27046168","11,53208824","5,06",0,0,0,0,0,"0,000","0,000",,
26841,7782421,330220505000157,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,607","0,007","0,043","7,167","13,95377329","0,002","0,000","0,002",485.132,"0,00171","0,00000","0,00171",831,0,831,1,"3,00",Médio,"24,27046168","20,03721084","0,053",0,0,0,0,0,"0,000","0,000",,
26842,7782422,330220505000157,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,045","0,004","0,004","9,580","10,43861905","0,003","0,000","0,003",485.132,"0,00306","0,00000","0,00306",1.484,0,1.484,1,"3,00",Médio,"24,27046168","12,84439854","0,009",0,0,0,0,0,"0,000","0,000",,
26843,7778594,330220505000157,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,442","0,009","0,009","2,058","48,58578625","0,000","0,000","0,000",485.132,"0,00014","0,00000","0,00014",69,0,69,1,"3,00",Médio,"24,27046168","88,12931154","0,031",0,0,0,0,0,"0,000","0,000",,
26844,77823963,330220505000157,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,131","0,010","0,010","7,517","13,30304885","0,002","0,000","0,002",485.132,"0,00188","0,00000","0,00188",914,0,914,1,"3,00",Médio,"24,27046168","37,15000202","19,117",0,0,0,0,0,"0,000","0,000",,
26845,7782394,330220505000188,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,1569967934","43,26440266","0,157","0,001337","0,0000309030038","0,000004851771597","0,001337080266","0,003628849362","0,011","3,000",,
26846,7782394,330220505000189,Urbana,3302205,Itaperuna,Rio de Janeiro,2,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"1,753426451","43,26440266","1,406","0,001337","0,0000309030038","0,00004344962335","0,001337080266","0,03249784843","0,097","3,000",,
26847,7782394,330220505000201,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,220195996","43,26440266","0,02","0,001337","0,0000309030038","0,0000006180600761","0,001337080266","0,0004622738041","0,001","3,000",,
26848,77823916,330220505000201,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,053","0,002","0,002","3,941","25,37650615","0,001","0,000","0,001",485.132,"0,00052","0,00000","0,00052",251,0,251,1,"3,00",Médio,"0,220195996","14,96507123","0,201","0,00000344","0,0000002298686018","0,00000004620358897","0,000003440213495","0,01343127586","0,040","3,000",,
26849,7782394,330220505000204,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,08788882324","43,26440266","0,088","0,001337","0,0000309030038","0,000002719464335","0,001337080266","0,002034004738","0,006","3,000",,
26850,7782394,330220505000205,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,02848391346","43,26440266","0,012","0,001337","0,0000309030038","0,0000003708360457","0,001337080266","0,0002773642825","0,001","3,000",,
26851,7782394,330220505000207,Urbana,3302205,Itaperuna,Rio de Janeiro,2,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"2,007364796","43,26440266","0,896","0,001337","0,0000309030038","0,00002768909141","0,001337080266","0,02070986642","0,062","3,000",,
26852,7782394,330220505000218,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,1731505765","43,26440266","0,173","0,001337","0,0000309030038","0,000005346219658","0,001337080266","0,003998668406","0,012","3,000",,
26853,7782394,330220505000219,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,3489749673","43,26440266","0,168","0,001337","0,0000309030038","0,000005191704639","0,001337080266","0,003883099954","0,012","3,000",,
26854,77823916,330220505000219,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,053","0,002","0,002","3,941","25,37650615","0,001","0,000","0,001",485.132,"0,00052","0,00000","0,00052",251,0,251,1,"3,00",Médio,"0,3489749673","14,96507123","0,181","0,00000344","0,0000002298686018","0,00000004160621693","0,000003440213495","0,0120948305","0,036","3,000",,
26855,7782394,330220505000220,Urbana,3302205,Itaperuna,Rio de Janeiro,2,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,4699036364","43,26440266","0,447","0,001337","0,0000309030038","0,0000138136427","0,001337080266","0,01033181952","0,031","3,000",,
26856,7782394,330220505000221,Urbana,3302205,Itaperuna,Rio de Janeiro,2,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,166826301","43,26440266","0,142","0,001337","0,0000309030038","0,00000438822654","0,001337080266","0,003282144009","0,010","3,000",,
26857,7782394,330220505000222,Urbana,3302205,Itaperuna,Rio de Janeiro,2,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,1161571604","43,26440266","0,116","0,001337","0,0000309030038","0,000003584748441","0,001337080266","0,002681188064","0,008","3,000",,
26858,7782394,330220505000227,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,06882783534","43,26440266","0,069","0,001337","0,0000309030038","0,000002132307263","0,001337080266","0,001594844624","0,005","3,000",,
26859,7782394,330220505000228,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,07979108306","43,26440266","0,08","0,001337","0,0000309030038","0,000002472240304","0,001337080266","0,001849095216","0,006","3,000",,
26860,7782394,330220505000229,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,09129742541","43,26440266","0,091","0,001337","0,0000309030038","0,000002812173346","0,001337080266","0,002103345809","0,006","3,000",,
26861,7782394,330220505000230,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,152","0,014","0,014","9,222","10,84339089","0,003","0,000","0,003",485.132,"0,00283","0,00000","0,00283",1.375,0,1.375,1,"3,00",Médio,"0,1135973261","43,26440266","0,114","0,001337","0,0000309030038","0,000003522942434","0,001337080266","0,002634960683","0,008","3,000",,
26862,7782346,330220510000001,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,087","0,006","0,006","7,252","13,78960161","0,002","0,000","0,002",485.132,"0,00175","0,00000","0,00175",850,0,850,1,"3,00",Médio,"0,3363237971","24,8678779","0,336","0,000332","0,00001335055614","0,000004485786863","0,0003320016301","0,01351140621","0,041","3,000",,
26863,7782346,330220510000002,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,087","0,006","0,006","7,252","13,78960161","0,002","0,000","0,002",485.132,"0,00175","0,00000","0,00175",850,0,850,1,"3,00",Médio,"0,3115881119","24,8678779","0,312","0,000332","0,00001335055614","0,000004165373516","0,0003320016301","0,01254630577","0,038","3,000",,
26864,7782346,330220510000003,Rural,3302205,Itaperuna,Rio de Janeiro,5,"0,087","0,006","0,006","7,252","13,78960161","0,002","0,000","0,002",485.132,"0,00175","0,00000","0,00175",850,0,850,1,"3,00",Médio,"0,1645230502","24,8678779","0,003","0,000332","0,00001335055614","0,00000004005166842","0,0003320016301","0,0001206375555","0,000","3,000",,
26865,7782343,330220510000004,Rural,3302205,Itaperuna,Rio de Janeiro,5,"0,232","0,000","0,012","5,248","19,05643199","0,001","0,000","0,001",485.132,"0,00092","0,00000","0,00092",445,0,445,1,"3,00",Médio,"0,1511401077","3,534979956","0,025",0,0,0,0,0,"0,000","0,000",,
26866,7782343,330220510000005,Rural,3302205,Itaperuna,Rio de Janeiro,5,"0,232","0,000","0,012","5,248","19,05643199","0,001","0,000","0,001",485.132,"0,00092","0,00000","0,00092",445,0,445,1,"3,00",Médio,"0,1250629899","3,534979956","0,053",0,0,0,0,0,"0,000","0,000",,
26867,77823422,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,020","0,001","0,001","4,108","24,34548147","0,001","0,000","0,001",485.132,"0,00056","0,00000","0,00056",273,0,273,1,"3,00",Médio,"26,7141292","5,691224223","1,358",0,0,0,0,0,"0,000","0,000",,
26868,77823421,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,086","0,001","0,003","3,725","26,84677741","0,000","0,000","0,000",485.132,"0,00046","0,00000","0,00046",224,0,224,1,"3,00",Médio,"26,7141292","10,97069135","4,4",0,0,0,0,0,"0,000","0,000",,
26869,77823423,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,028","0,001","0,001","4,449","22,47561201","0,001","0,000","0,001",485.132,"0,00066","0,00000","0,00066",320,0,320,1,"3,00",Médio,"26,7141292","7,902611624","7,512",0,0,0,0,0,"0,000","0,000",,
26870,77823492,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,020","0,001","0,001","4,391","22,77420812","0,001","0,000","0,001",485.132,"0,00064","0,00000","0,00064",312,0,312,1,"3,00",Médio,"26,7141292","5,546399543","1,787",0,0,0,0,0,"0,000","0,000",,
26871,7782343,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,232","0,000","0,012","5,248","19,05643199","0,001","0,000","0,001",485.132,"0,00092","0,00000","0,00092",445,0,445,1,"3,00",Médio,"26,7141292","3,534979956","2,446",0,0,0,0,0,"0,000","0,000",,
26872,7782346,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,087","0,006","0,006","7,252","13,78960161","0,002","0,000","0,002",485.132,"0,00175","0,00000","0,00175",850,0,850,1,"3,00",Médio,"26,7141292","24,8678779","0,013","0,000332","0,00001335055614","0,0000001735572298","0,0003320016301","0,0005227627404","0,002","3,000",,
26873,77823491,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,050","0,000","0,002","3,664","27,29025881","0,000","0,000","0,000",485.132,"0,00045","0,00000","0,00045",217,0,217,1,"3,00",Médio,"26,7141292","0,4996323638","0,323",0,0,0,0,0,"0,000","0,000",,
26874,7782347,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,092","0,000","0,003","3,388","29,51946899","0,000","0,000","0,000",485.132,"0,00038","0,00000","0,00038",186,0,186,1,"3,00",Médio,"26,7141292","1,482528604","1,279",0,0,0,0,0,"0,000","0,000",,
26875,7778552,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,393","0,010","0,010","2,420","41,31455146","0,000","0,000","0,000",485.132,"0,00020","0,00000","0,00020",95,0,95,1,"3,00",Médio,"26,7141292","78,27222187","0,058","0,000161","0,000002056923851","0,0000001193015833","0,0001610036575","0,0007410036232","0,002","3,998",,
26876,77785723,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,203","0,005","0,005","2,400","41,67181208","0,000","0,000","0,000",485.132,"0,00019","0,00000","0,00019",93,0,93,1,"3,00",Médio,"26,7141292","40,53285909","0,013",0,0,0,0,0,"0,000","0,000",,
26877,7782348,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,037","0,001","0,001","2,929","34,14388904","0,000","0,000","0,000",485.132,"0,00029","0,00000","0,00029",139,0,139,1,"3,00",Médio,"26,7141292","10,44232155","0,002",0,0,0,0,0,"0,000","0,000",,
26878,77823493,330220510000006,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,029","0,001","0,001","3,045","32,84559704","0,000","0,000","0,000",485.132,"0,00031","0,00000","0,00031",150,0,150,1,"3,00",Médio,"26,7141292","8,265187543","6,909",0,0,0,0,0,"0,000","0,000",,
26879,77823422,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,020","0,001","0,001","4,108","24,34548147","0,001","0,000","0,001",485.132,"0,00056","0,00000","0,00056",273,0,273,1,"3,00",Médio,"40,60477923","5,691224223","4,193",0,0,0,0,0,"0,000","0,000",,
26880,77823421,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,086","0,001","0,003","3,725","26,84677741","0,000","0,000","0,000",485.132,"0,00046","0,00000","0,00046",224,0,224,1,"3,00",Médio,"40,60477923","10,97069135","6,571",0,0,0,0,0,"0,000","0,000",,
26881,77823725,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,047","0,000","0,004","8,934","11,19271342","0,003","0,000","0,003",485.132,"0,00266","0,00000","0,00266",1.291,0,1.291,1,"3,00",Médio,"40,60477923","0,21053608","0,022",0,0,0,0,0,"0,000","0,000",,
26882,77823723,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,077","0,000","0,005","7,046","14,19333038","0,002","0,000","0,002",485.132,"0,00165","0,00000","0,00165",803,0,803,1,"3,00",Médio,"40,60477923","1,963037946","1,062",0,0,0,0,0,"0,000","0,000",,
26883,7782343,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,232","0,000","0,012","5,248","19,05643199","0,001","0,000","0,001",485.132,"0,00092","0,00000","0,00092",445,0,445,1,"3,00",Médio,"40,60477923","3,534979956","0,157",0,0,0,0,0,"0,000","0,000",,
26884,77823724,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,023","0,001","0,001","3,816","26,20464652","0,000","0,000","0,000",485.132,"0,00049","0,00000","0,00049",235,0,235,1,"3,00",Médio,"40,60477923","6,445184682",0,0,0,0,0,0,"0,000","0,000",,
26885,77823722,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,018","0,001","0,001","5,502","18,17578919","0,001","0,000","0,001",485.132,"0,00101","0,00000","0,00101",489,0,489,1,"3,00",Médio,"40,60477923","5,171187006","5,171",0,0,0,0,0,"0,000","0,000",,
26886,77785723,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,203","0,005","0,005","2,400","41,67181208","0,000","0,000","0,000",485.132,"0,00019","0,00000","0,00019",93,0,93,1,"3,00",Médio,"40,60477923","40,53285909","0,013",0,0,0,0,0,"0,000","0,000",,
26887,77823727,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,028","0,003","0,003","10,434","9,584086033","0,004","0,000","0,004",485.132,"0,00363","0,00000","0,00363",1.761,0,1.761,1,"3,00",Médio,"40,60477923","8,051742019","0,127",0,0,0,0,0,"0,000","0,000",,
26888,77823726,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,018","0,001","0,001","6,541","15,28835724","0,001","0,000","0,001",485.132,"0,00143","0,00000","0,00143",692,0,692,1,"3,00",Médio,"40,60477923","5,179034974","4,965",0,0,0,0,0,"0,000","0,000",,
26889,77823721,330220510000008,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,120","0,001","0,008","6,283","15,91531552","0,001","0,000","0,001",485.132,"0,00132","0,00000","0,00132",638,0,638,1,"3,00",Médio,"40,60477923","7,144773644","2,443",0,0,0,0,0,"0,000","0,000",,
26890,777854,330220510000009,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,644","0,046","0,046","7,174","13,93851503","0,002","0,000","0,002",485.132,"0,00172","0,00000","0,00172",832,0,832,1,"3,00",Médio,"30,86155131","128,3547501","0,004","0,000496","0,000003864290177","0,00000001545716071","0,0004960009657","0,00003116363046","0,000","3,000",,
26891,77823324,330220510000009,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,030","0,002","0,002","7,606","13,14830911","0,002","0,000","0,002",485.132,"0,00193","0,00000","0,00193",935,0,935,1,"3,00",Médio,"30,86155131","8,480162385","0,013",0,0,0,0,0,"0,000","0,000",,
26892,7782343,330220510000009,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,232","0,000","0,012","5,248","19,05643199","0,001","0,000","0,001",485.132,"0,00092","0,00000","0,00092",445,0,445,1,"3,00",Médio,"30,86155131","3,534979956","0,854",0,0,0,0,0,"0,000","0,000",,
26893,7782346,330220510000009,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,087","0,006","0,006","7,252","13,78960161","0,002","0,000","0,002",485.132,"0,00175","0,00000","0,00175",850,0,850,1,"3,00",Médio,"30,86155131","24,8678779","12,794","0,000332","0,00001335055614","0,0001708070153","0,0003320016301","0,5144789616","1,543","3,000",,
26894,77823185,330220510000009,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,078","0,002","0,002","2,810","35,58175232","0,000","0,000","0,000",485.132,"0,00026","0,00000","0,00026",128,0,128,1,"3,00",Médio,"30,86155131","22,15550793",0,0,0,0,0,0,"0,000","0,000",,
26895,7782346,330220510000010,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,087","0,006","0,006","7,252","13,78960161","0,002","0,000","0,002",485.132,"0,00175","0,00000","0,00175",850,0,850,1,"3,00",Médio,"0,1430641997","24,8678779","0,143","0,000332","0,00001335055614","0,000001909129528","0,0003320016301","0,005750390145","0,017","3,000",,
26896,7782346,330220510000011,Urbana,3302205,Itaperuna,Rio de Janeiro,1,"0,087","0,006","0,006","7,252","13,78960161","0,002","0,000","0,002",485.132,"0,00175","0,00000","0,00175",850,0,850,1,"3,00",Médio,"0,05923413471","24,8678779","0,059","0,000332","0,00001335055614","0,0000007876828123","0,0003320016301","0,002372538591","0,007","3,000",,
26897,77823423,330220510000012,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,028","0,001","0,001","4,449","22,47561201","0,001","0,000","0,001",485.132,"0,00066","0,00000","0,00066",320,0,320,1,"3,00",Médio,"27,05074844","7,902611624","0,001",0,0,0,0,0,"0,000","0,000",,
26898,777854,330220510000012,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,644","0,046","0,046","7,174","13,93851503","0,002","0,000","0,002",485.132,"0,00172","0,00000","0,00172",832,0,832,1,"3,00",Médio,"27,05074844","128,3547501","0,019","0,000496","0,000003864290177","0,00000007342151337","0,0004960009657","0,0001480272447","0,000","3,000",,
26899,77823492,330220510000012,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,020","0,001","0,001","4,391","22,77420812","0,001","0,000","0,001",485.132,"0,00064","0,00000","0,00064",312,0,312,1,"3,00",Médio,"27,05074844","5,546399543","3,759",0,0,0,0,0,"0,000","0,000",,
26900,7782346,330220510000012,Rural,3302205,Itaperuna,Rio de Janeiro,8,"0,087","0,006","0,006","7,252","13,78960161","0,002","0,000","0,002",485.132,"0,00175","0,00000","0,00175",850,0,850,1,"3,00",Médio,"27,05074844","24,8678779","10,987","0,000332","0,00001335055614","0,0001466825603","0,0003320016301","0,4418149407","1,325","3,000",,
